# %ECSV 1.0
# ---
# datatype:
# - {name: wav, unit: Angstrom, datatype: float64}
# - {name: flux_nu, unit: erg / (cm2 Hz s), datatype: float64}
# meta: {C/O: '1.00', Kzz: '1.0000E+05', Teff: '2100.', Y: '0.28', '[Fe/H]': '-0.50', f_hole: '1.00', f_rain: '0.00', grav: '32.'}
# schema: astropy-2.0
wav flux_nu
4000.0559999999996 nan
4050.0559999999996 1.1757091790738947e-08
4100.056 1.3249743896569064e-08
4150.056 1.0308339760452226e-08
4200.056 7.568099331996748e-09
4250.056 6.3173649128433655e-09
4300.056 3.6732336370311543e-09
4350.056 3.867777399978247e-09
4400.056 3.540273078581266e-09
4450.056 1.575609796273317e-09
4500.056 1.883568849393525e-09
4550.056 2.4331671497391193e-09
4600.056 1.8815113996373492e-09
4650.056 1.2668192337405964e-09
4700.056 1.5869830015806083e-09
4750.056 2.2647063277528457e-09
4800.056 1.2157860302429881e-09
4850.056 1.5235102438307453e-09
4900.056 4.669143090208879e-09
4950.056 6.2132068474696675e-09
5000.056 1.7586758191700346e-09
5050.056 2.5752159744408603e-09
5100.056 6.127731650977523e-09
5150.056 6.808034002073257e-09
5200.056 2.8981935074720773e-09
5250.056 4.121489629229586e-09
5300.056 5.265639967790448e-09
5350.056 4.703002273900918e-09
5400.056 5.199044033999773e-09
5450.056 4.134396533689255e-09
5500.056 3.0671339551395473e-09
5550.056 4.2593026184695095e-09
5600.056 3.1966451778000914e-09
5650.056 2.8196231810001796e-09
5700.056 3.40152046300024e-09
5750.056 3.1185799576597555e-09
5800.056 2.966035725709905e-09
5850.056 1.394759630520021e-09
5900.056 1.5342617784051907e-10
5950.056 1.9598633001900163e-09
6000.056 4.091115576799894e-09
6050.056 7.051877743200501e-09
6100.056 9.730235377000264e-09
6150.056 1.0497605273598037e-08
6200.056 6.270661868500249e-09
6250.056 7.2097352957004555e-09
6300.056 1.0429764850700203e-08
6350.056 1.381255745230111e-08
6400.056 1.7874643027300962e-08
6450.056 2.4117528024193004e-08
6500.056 2.3534151629495053e-08
6550.056 3.0657307396090695e-08
6600.056 2.3948812812003335e-08
6650.056 1.9329679141902548e-08
6700.056 1.4643971200169022e-08
6750.056 1.885145944500215e-08
6800.056 2.1982687998600922e-08
6850.056 3.048808288299996e-08
6900.056 4.417611839999838e-08
6950.056 6.164572764098875e-08
7000.056 9.409330527398922e-08
7050.056 7.83255697415083e-08
7100.056 3.408650861999683e-08
7150.056 2.653077991800301e-08
7200.056 3.806439279099751e-08
7250.056 6.01567857700047e-08
7300.056 1.1362026117302227e-07
7350.056 1.953907370369826e-07
7400.056 3.029867044169886e-07
7450.056 3.690165514329554e-07
7500.056 4.3347886728999963e-07
7550.056 4.660434553000148e-07
7600.056 2.408043666619983e-07
7650.056 4.507735981611916e-08
7700.056 2.2127255212303966e-08
7750.056 9.890860055701958e-08
7800.056 1.3525017242396197e-07
7850.056 1.543422492369943e-07
7900.056 1.841538047640388e-07
7950.056 2.0003142866728903e-07
8000.056 2.7213933638394037e-07
8050.056 4.5018118618293216e-07
8100.056 6.951313464401982e-07
8150.056 1.015917854180046e-06
8200.056 6.499806109598861e-07
8250.056 7.648905581999463e-07
8300.056 5.715027846302592e-07
8350.056 6.165677280802568e-07
8400.056 6.266247782401346e-07
8450.056 3.0828887888589145e-07
8500.056 2.518797985857287e-07
8550.056 3.432198336600424e-07
8600.056 4.5260167826976873e-07
8650.056 6.47571187519913e-07
8700.056 8.067749639011394e-07
8750.056 1.052754359105203e-06
8800.056 1.438088546530326e-06
8850.056 1.3388386266482325e-06
8900.056 8.149966337299936e-07
8950.056 8.967399574701194e-07
9000.056 1.1599335570901283e-06
9050.056 1.254601413089619e-06
9100.056 1.63687634161013e-06
9150.056 1.92874215041996e-06
9200.056 1.8043156710903795e-06
9250.056 1.072694718629876e-06
9300.056 8.620267975201216e-07
9350.056 1.007393771423708e-06
9400.056 1.1574630029803697e-06
9450.056 1.3454547941595249e-06
9500.056 1.6844456565697632e-06
9550.056 1.9427900786484296e-06
9600.056 2.141070799530589e-06
9650.056 2.4418729254106363e-06
9700.056 2.6583513033496653e-06
9750.056 2.0368356938900587e-06
9800.056 2.258793311399786e-06
9850.056 2.196600057039829e-06
9900.056 2.0011275642499385e-06
9950.056 1.9355834869611475e-06
10000.056 1.9145915354298325e-06
10050.056 1.8713815026238887e-06
10100.056 2.2894999697309154e-06
10150.056 2.215376562459759e-06
10200.056 2.414981857039671e-06
10250.056 2.354050481759046e-06
10300.056 2.3535379026895543e-06
10350.056 2.666271574419643e-06
10400.056 2.8614560692299138e-06
10450.056 3.0870467197704912e-06
10500.056 3.170239806559271e-06
10550.056 3.3036709744304433e-06
10600.056 3.561480321450382e-06
10650.056 3.639302479099516e-06
10700.056 3.823749087680163e-06
10750.056 4.071653312530329e-06
10800.056 4.252568673479592e-06
10850.056 4.475641640169884e-06
