# %ECSV 1.0
# ---
# datatype:
# - {name: wav, unit: Angstrom, datatype: float64}
# - {name: flux_nu, unit: erg / (cm2 Hz s), datatype: float64}
# meta: {C/O: '1.00', Kzz: '1.0000E+05', Teff: '350.', Y: '0.28', '[Fe/H]': '0.00', f_hole: '1.00', f_rain: '0.00', grav: '178.'}
# schema: astropy-2.0
wav flux_nu
4000.0559999999996 nan
4050.0559999999996 1.2808221482010309e-18
4100.056 7.015431276090126e-17
4150.056 5.233625954000051e-16
4200.056 5.74500038802603e-16
4250.056 4.4275504089000375e-15
4300.056 1.0460416928700048e-14
4350.056 1.9979188265000086e-14
4400.056 3.4712811477000116e-14
4450.056 5.682786804400015e-14
4500.056 9.04543893710003e-14
4550.056 9.945944401299957e-14
4600.056 3.08111002099999e-14
4650.056 2.037010265899992e-14
4700.056 1.2444724501999944e-14
4750.056 6.9023756181999685e-15
4800.056 4.01327733569998e-15
4850.056 2.0752685506999872e-15
4900.056 1.240174133899996e-15
4950.056 8.563324253599978e-16
5000.056 5.530614043499977e-16
5050.056 4.020988365700013e-16
5100.056 4.4401656035000367e-16
5150.056 5.188715010400007e-16
5200.056 5.993472469900016e-16
5250.056 6.76646793370001e-16
5300.056 7.648156587900012e-16
5350.056 8.684930215900012e-16
5400.056 9.727632057100017e-16
5450.056 1.1048069354700054e-15
5500.056 1.2606008475000028e-15
5550.056 1.4299804916000017e-15
5600.056 1.5885881427000023e-15
5650.056 1.7131535174000002e-15
5700.056 1.7311887974000015e-15
5750.056 1.7153335039000005e-15
5800.056 1.554063956499995e-15
5850.056 1.0602171791799862e-15
5900.056 2.826117023349212e-16
5950.056 2.05860503231006e-15
6000.056 4.566118778799997e-15
6050.056 8.53648249110008e-15
6100.056 1.4144759172000117e-14
6150.056 2.1587151174000127e-14
6200.056 3.145641534000016e-14
6250.056 4.339954686000008e-14
6300.056 6.06601625650001e-14
6350.056 8.324808493300015e-14
6400.056 1.120412469490004e-13
6450.056 1.3101671788699847e-13
6500.056 1.7093478034100203e-13
6550.056 2.336735376879946e-13
6600.056 3.207714677190074e-13
6650.056 4.531065638600039e-13
6700.056 6.014816329900035e-13
6750.056 8.287977302400044e-13
6800.056 9.840772372100053e-13
6850.056 1.0145543609399996e-12
6900.056 8.130699621300059e-13
6950.056 5.948279364110054e-13
7000.056 6.871380320799841e-13
7050.056 7.099804446499994e-13
7100.056 8.074442702299909e-13
7150.056 6.078156934969765e-13
7200.056 4.45838780370046e-13
7250.056 5.222153208640846e-13
7300.056 5.442680143273445e-13
7350.056 7.346386762549935e-13
7400.056 9.442442194000311e-13
7450.056 1.2737211203900497e-12
7500.056 1.5637214040200044e-12
7550.056 1.7799128268000038e-12
7600.056 1.8769570278999987e-12
7650.056 9.30269574375976e-13
7700.056 8.63678363842022e-13
7750.056 2.225992620500023e-12
7800.056 2.8033619852800046e-12
7850.056 3.5027909180999606e-12
7900.056 4.176410477299961e-12
7950.056 4.691521608300004e-12
8000.056 5.698535389100027e-12
8050.056 6.516981167700076e-12
8100.056 4.642236186011784e-12
8150.056 3.2474927942198638e-12
8200.056 6.454862821054674e-12
8250.056 6.746087562663658e-12
8300.056 7.598625887976936e-12
8350.056 8.475490669215353e-12
8400.056 1.0669071434740147e-11
8450.056 1.5748397291299924e-11
8500.056 1.9433404683499868e-11
8550.056 2.4814421554000385e-11
8600.056 3.035386529000015e-11
8650.056 3.447761109600019e-11
8700.056 3.4989321964000256e-11
8750.056 3.735155554200016e-11
8800.056 3.6569829632999654e-11
8850.056 2.9201800077998826e-11
8900.056 5.136526781491532e-12
8950.056 3.2707799872134675e-12
9000.056 3.1062218180681072e-12
9050.056 1.3535552298678857e-11
9100.056 1.6503400726188215e-11
9150.056 2.1702364919422167e-11
9200.056 4.160174560897308e-11
9250.056 3.234646620539155e-11
9300.056 5.773919706260375e-13
9350.056 8.86848103913909e-13
9400.056 6.540016602584641e-12
9450.056 4.987109741359499e-12
9500.056 3.918568241207319e-12
9550.056 3.932545800301862e-12
9600.056 5.066242689829141e-12
9650.056 1.1251426346243995e-11
9700.056 3.966841734771689e-11
9750.056 3.11103712283318e-11
9800.056 3.774499512311715e-11
9850.056 4.701025619798234e-11
9900.056 7.006349320406508e-11
9950.056 7.396715280050556e-11
10000.056 7.200793812561815e-11
10050.056 8.887679763900058e-11
10100.056 8.860596537000005e-11
10150.056 5.885104662999988e-11
10200.056 2.7960132898502676e-11
10250.056 3.917789187621348e-11
10300.056 6.930105839371755e-11
10350.056 3.608113643997119e-11
10400.056 8.963388478160883e-11
10450.056 1.4232763115647726e-10
10500.056 2.113328578980035e-10
10550.056 3.1793912194000556e-10
10600.056 3.8601607253000676e-10
10650.056 4.0687096845000347e-10
10700.056 3.606808644299975e-10
10750.056 3.6428373912799594e-10
10800.056 3.3996603556000395e-10
10850.056 2.908917003172067e-10
10900.056 2.1352776738499247e-10
10950.056 1.0162713870919835e-10
11000.056 4.8482808273512235e-11
11050.056 1.989258179636641e-11
11100.056 7.113027145550697e-12
11150.056 1.8650170778478803e-12
11200.056 9.153268079946227e-13
11250.056 9.489685223916052e-13
11300.056 2.3973514464530706e-12
11350.056 4.299458668579272e-13
11400.056 4.346197582993298e-12
11450.056 1.9191655339089594e-12
11500.056 1.8467217036471037e-12
11550.056 3.194433555587841e-13
11600.056 9.682036861595256e-14
11650.056 8.167628125032693e-13
11700.056 1.1793423633711143e-12
11750.056 2.8054028541104124e-13
11800.056 1.9583789405841964e-12
11850.056 2.3449427288723e-12
11900.056 2.3870329004797864e-12
11950.056 3.890603036675666e-12
12000.056 6.333243630536138e-12
12050.056 1.0923411445304956e-11
12100.056 1.37004723536753e-11
12150.056 2.0577668886693604e-11
12200.056 2.3417516626296604e-11
12250.056 4.4433061146266184e-11
12300.056 8.78788512909523e-11
12350.056 1.1118918877830042e-10
12400.056 1.9216945147499654e-10
12450.056 3.2752587477500815e-10
12500.056 4.00120754819022e-10
12550.056 4.76670036452005e-10
12600.056 7.114480240670532e-10
12650.056 1.0186581230819844e-09
12700.056 1.1009444069200103e-09
12750.056 6.945821092250345e-10
12800.056 3.911318520249691e-10
12850.056 1.8004687880359395e-10
12900.056 1.230247507759719e-10
12950.056 9.056332519226987e-11
13000.056 1.058835567450411e-10
13050.056 5.870187729570428e-11
13100.056 5.461079102902601e-11
13150.056 2.643428891516305e-11
13200.056 3.281024358033058e-11
13250.056 2.986312257677665e-11
13300.056 1.0220493372132285e-11
13350.056 4.105021326141797e-12
13400.056 1.3051541575965033e-12
13450.056 2.325430873582998e-13
13500.056 5.085625363026326e-14
13550.056 7.836064124559433e-15
13600.056 9.360403479948208e-16
13650.056 1.159860228987364e-14
13700.056 4.585055054205037e-15
13750.056 2.7368496525919777e-14
13800.056 2.3207517710188787e-14
13850.056 7.205796821097829e-15
13900.056 2.006672478823453e-14
13950.056 1.515991036616993e-14
14000.056 2.6382585436873418e-14
14050.056 4.17434710303898e-14
14100.056 4.158064694656919e-14
14150.056 1.4751628559583693e-13
14200.056 8.90081039449842e-14
