Wavelength (um), R
3.821400000002788566e+00,1.579056058770826212e+03
3.821500000002788777e+00,1.579073863389450707e+03
3.821600000002788988e+00,1.579091666181576784e+03
3.821700000002789199e+00,1.579109467147260602e+03
3.821800000002789410e+00,1.579127266286556960e+03
3.821900000002789621e+00,1.579145063599523155e+03
3.822000000002789832e+00,1.579162859086214439e+03
3.822100000002790043e+00,1.579180652746686292e+03
3.822200000002790254e+00,1.579198444580995329e+03
3.822300000002790465e+00,1.579216234589197256e+03
3.822400000002790676e+00,1.579234022771347327e+03
3.822500000002790888e+00,1.579251809127502383e+03
3.822600000002791099e+00,1.579269593657717905e+03
3.822700000002791310e+00,1.579287376362050281e+03
3.822800000002791521e+00,1.579305157240554536e+03
3.822900000002791732e+00,1.579322936293287057e+03
3.823000000002791943e+00,1.579340713520303780e+03
3.823100000002792154e+00,1.579358488921661092e+03
3.823200000002792365e+00,1.579376262497414245e+03
3.823300000002792576e+00,1.579394034247620311e+03
3.823400000002792787e+00,1.579411804172334087e+03
3.823500000002792998e+00,1.579429572271612642e+03
3.823600000002793209e+00,1.579447338545510320e+03
3.823700000002793420e+00,1.579465102994084873e+03
3.823800000002793631e+00,1.579482865617391099e+03
3.823900000002793842e+00,1.579500626415486522e+03
3.824000000002794053e+00,1.579518385388426168e+03
3.824100000002794264e+00,1.579536142536265743e+03
3.824200000002794475e+00,1.579553897859061408e+03
3.824300000002794686e+00,1.579571651356870234e+03
3.824400000002794897e+00,1.579589403029747245e+03
3.824500000002795108e+00,1.579607152877749286e+03
3.824600000002795319e+00,1.579624900900931380e+03
3.824700000002795530e+00,1.579642647099351052e+03
3.824800000002795741e+00,1.579660391473062646e+03
3.824900000002795952e+00,1.579678134022123686e+03
3.825000000002796163e+00,1.579695874746590107e+03
3.825100000002796374e+00,1.579713613646517388e+03
3.825200000002796585e+00,1.579731350721962599e+03
3.825300000002796796e+00,1.579749085972980765e+03
3.825400000002797007e+00,1.579766819399628730e+03
3.825500000002797218e+00,1.579784551001962427e+03
3.825600000002797429e+00,1.579802280780038473e+03
3.825700000002797641e+00,1.579820008733912800e+03
3.825800000002797852e+00,1.579837734863640890e+03
3.825900000002798063e+00,1.579855459169280266e+03
3.826000000002798274e+00,1.579873181650885726e+03
3.826100000002798485e+00,1.579890902308513660e+03
3.826200000002798696e+00,1.579908621142222046e+03
3.826300000002798907e+00,1.579926338152065227e+03
3.826400000002799118e+00,1.579944053338100503e+03
3.826500000002799329e+00,1.579961766700383350e+03
3.826600000002799540e+00,1.579979478238970160e+03
3.826700000002799751e+00,1.579997187953916864e+03
3.826800000002799962e+00,1.580014895845280762e+03
3.826900000002800173e+00,1.580032601913117560e+03
3.827000000002800384e+00,1.580050306157483647e+03
3.827100000002800595e+00,1.580068008578434728e+03
3.827200000002800806e+00,1.580085709176027876e+03
3.827300000002801017e+00,1.580103407950318342e+03
3.827400000002801228e+00,1.580121104901364333e+03
3.827500000002801439e+00,1.580138800029220647e+03
3.827600000002801650e+00,1.580156493333943672e+03
3.827700000002801861e+00,1.580174184815590252e+03
3.827800000002802072e+00,1.580191874474216547e+03
3.827900000002802283e+00,1.580209562309878493e+03
3.828000000002802494e+00,1.580227248322633159e+03
3.828100000002802705e+00,1.580244932512536707e+03
3.828200000002802916e+00,1.580262614879645525e+03
3.828300000002803127e+00,1.580280295424015549e+03
3.828400000002803338e+00,1.580297974145703847e+03
3.828500000002803549e+00,1.580315651044765900e+03
3.828600000002803760e+00,1.580333326121258779e+03
3.828700000002803971e+00,1.580350999375239326e+03
3.828800000002804182e+00,1.580368670806763021e+03
3.828900000002804394e+00,1.580386340415886934e+03
3.829000000002804605e+00,1.580404008202667455e+03
3.829100000002804816e+00,1.580421674167160063e+03
3.829200000002805027e+00,1.580439338309422283e+03
3.829300000002805238e+00,1.580457000629510731e+03
3.829400000002805449e+00,1.580474661127481113e+03
3.829500000002805660e+00,1.580492319803390728e+03
3.829600000002805871e+00,1.580509976657295283e+03
3.829700000002806082e+00,1.580527631689251621e+03
3.829800000002806293e+00,1.580545284899315675e+03
3.829900000002806504e+00,1.580562936287544971e+03
3.830000000002806715e+00,1.580580585853995672e+03
3.830100000002806926e+00,1.580598233598723709e+03
3.830200000002807137e+00,1.580615879521786837e+03
3.830300000002807348e+00,1.580633523623240080e+03
3.830400000002807559e+00,1.580651165903140736e+03
3.830500000002807770e+00,1.580668806361545876e+03
3.830600000002807981e+00,1.580686444998511433e+03
3.830700000002808192e+00,1.580704081814094252e+03
3.830800000002808403e+00,1.580721716808350720e+03
3.830900000002808614e+00,1.580739349981337000e+03
3.831000000002808825e+00,1.580756981333110389e+03
3.831100000002809036e+00,1.580774610863728185e+03
3.831200000002809247e+00,1.580792238573245413e+03
3.831300000002809458e+00,1.580809864461719144e+03
3.831400000002809669e+00,1.580827488529206448e+03
3.831500000002809880e+00,1.580845110775764169e+03
3.831600000002810091e+00,1.580862731201448014e+03
3.831700000002810302e+00,1.580880349806315735e+03
3.831800000002810513e+00,1.580897966590423266e+03
3.831900000002810724e+00,1.580915581553827678e+03
3.832000000002810935e+00,1.580933194696584906e+03
3.832100000002811147e+00,1.580950806018752473e+03
3.832200000002811358e+00,1.580968415520386770e+03
3.832300000002811569e+00,1.580986023201544413e+03
3.832400000002811780e+00,1.581003629062282471e+03
3.832500000002811991e+00,1.581021233102657334e+03
3.832600000002812202e+00,1.581038835322726072e+03
3.832700000002812413e+00,1.581056435722544620e+03
3.832800000002812624e+00,1.581074034302170048e+03
3.832900000002812835e+00,1.581091631061660337e+03
3.833000000002813046e+00,1.581109226001070283e+03
3.833100000002813257e+00,1.581126819120458549e+03
3.833200000002813468e+00,1.581144410419879932e+03
3.833300000002813679e+00,1.581161999899392868e+03
3.833400000002813890e+00,1.581179587559053289e+03
3.833500000002814101e+00,1.581197173398918494e+03
3.833600000002814312e+00,1.581214757419044645e+03
3.833700000002814523e+00,1.581232339619489494e+03
3.833800000002814734e+00,1.581249920000309430e+03
3.833900000002814945e+00,1.581267498561560387e+03
3.834000000002815156e+00,1.581285075303300573e+03
3.834100000002815367e+00,1.581302650225585921e+03
3.834200000002815578e+00,1.581320223328473958e+03
3.834300000002815789e+00,1.581337794612021298e+03
3.834400000002816000e+00,1.581355364076284559e+03
3.834500000002816211e+00,1.581372931721320811e+03
3.834600000002816422e+00,1.581390497547186669e+03
3.834700000002816633e+00,1.581408061553939888e+03
3.834800000002816844e+00,1.581425623741636400e+03
3.834900000002817055e+00,1.581443184110333732e+03
3.835000000002817266e+00,1.581460742660088499e+03
3.835100000002817477e+00,1.581478299390957773e+03
3.835200000002817688e+00,1.581495854302998168e+03
3.835300000002817900e+00,1.581513407396266985e+03
3.835400000002818111e+00,1.581530958670821519e+03
3.835500000002818322e+00,1.581548508126717707e+03
3.835600000002818533e+00,1.581566055764013981e+03
3.835700000002818744e+00,1.581583601582765596e+03
3.835800000002818955e+00,1.581601145583030075e+03
3.835900000002819166e+00,1.581618687764865854e+03
3.836000000002819377e+00,1.581636228128328185e+03
3.836100000002819588e+00,1.581653766673475047e+03
3.836200000002819799e+00,1.581671303400362831e+03
3.836300000002820010e+00,1.581688838309048833e+03
3.836400000002820221e+00,1.581706371399589898e+03
3.836500000002820432e+00,1.581723902672044005e+03
3.836600000002820643e+00,1.581741432126466862e+03
3.836700000002820854e+00,1.581758959762916220e+03
3.836800000002821065e+00,1.581776485581449379e+03
3.836900000002821276e+00,1.581794009582122953e+03
3.837000000002821487e+00,1.581811531764993561e+03
3.837100000002821698e+00,1.581829052130119408e+03
3.837200000002821909e+00,1.581846570677557111e+03
3.837300000002822120e+00,1.581864087407363741e+03
3.837400000002822331e+00,1.581881602319597278e+03
3.837500000002822542e+00,1.581899115414312973e+03
3.837600000002822753e+00,1.581916626691568808e+03
3.837700000002822964e+00,1.581934136151422081e+03
3.837800000002823175e+00,1.581951643793930771e+03
3.837900000002823386e+00,1.581969149619150812e+03
3.838000000002823597e+00,1.581986653627140413e+03
3.838100000002823808e+00,1.582004155817955279e+03
3.838200000002824019e+00,1.582021656191653392e+03
3.838300000002824230e+00,1.582039154748291821e+03
3.838400000002824441e+00,1.582056651487927866e+03
3.838500000002824653e+00,1.582074146410619733e+03
3.838600000002824864e+00,1.582091639516422902e+03
3.838700000002825075e+00,1.582109130805395807e+03
3.838800000002825286e+00,1.582126620277595066e+03
3.838900000002825497e+00,1.582144107933077748e+03
3.839000000002825708e+00,1.582161593771901380e+03
3.839100000002825919e+00,1.582179077794123714e+03
3.839200000002826130e+00,1.582196559999801366e+03
3.839300000002826341e+00,1.582214040388991862e+03
3.839400000002826552e+00,1.582231518961752272e+03
3.839500000002826763e+00,1.582248995718140122e+03
3.839600000002826974e+00,1.582266470658212256e+03
3.839700000002827185e+00,1.582283943782026654e+03
3.839800000002827396e+00,1.582301415089639931e+03
3.839900000002827607e+00,1.582318884581110296e+03
3.840000000002827818e+00,1.582336352256494138e+03
3.840100000002828029e+00,1.582353818115849208e+03
3.840200000002828240e+00,1.582371282159232805e+03
3.840300000002828451e+00,1.582388744386702228e+03
3.840400000002828662e+00,1.582406204798315230e+03
3.840500000002828873e+00,1.582423663394128880e+03
3.840600000002829084e+00,1.582441120174200250e+03
3.840700000002829295e+00,1.582458575138587094e+03
3.840800000002829506e+00,1.582476028287346026e+03
3.840900000002829717e+00,1.582493479620536164e+03
3.841000000002829928e+00,1.582510929138213214e+03
3.841100000002830139e+00,1.582528376840435385e+03
3.841200000002830350e+00,1.582545822727259974e+03
3.841300000002830561e+00,1.582563266798744280e+03
3.841400000002830772e+00,1.582580709054945828e+03
3.841500000002830983e+00,1.582598149495922144e+03
3.841600000002831194e+00,1.582615588121730525e+03
3.841700000002831406e+00,1.582633024932428953e+03
3.841800000002831617e+00,1.582650459928074042e+03
3.841900000002831828e+00,1.582667893108723320e+03
3.842000000002832039e+00,1.582685324474435220e+03
3.842100000002832250e+00,1.582702754025266813e+03
3.842200000002832461e+00,1.582720181761275171e+03
3.842300000002832672e+00,1.582737607682517819e+03
3.842400000002832883e+00,1.582755031789052964e+03
3.842500000002833094e+00,1.582772454080936768e+03
3.842600000002833305e+00,1.582789874558228576e+03
3.842700000002833516e+00,1.582807293220984775e+03
3.842800000002833727e+00,1.582824710069263347e+03
3.842900000002833938e+00,1.582842125103121816e+03
3.843000000002834149e+00,1.582859538322617254e+03
3.843100000002834360e+00,1.582876949727807187e+03
3.843200000002834571e+00,1.582894359318750048e+03
3.843300000002834782e+00,1.582911767095503137e+03
3.843400000002834993e+00,1.582929173058123524e+03
3.843500000002835204e+00,1.582946577206669872e+03
3.843600000002835415e+00,1.582963979541198569e+03
3.843700000002835626e+00,1.582981380061767595e+03
3.843800000002835837e+00,1.582998778768434931e+03
3.843900000002836048e+00,1.583016175661258330e+03
3.844000000002836259e+00,1.583033570740294635e+03
3.844100000002836470e+00,1.583050964005602737e+03
3.844200000002836681e+00,1.583068355457239477e+03
3.844300000002836892e+00,1.583085745095262155e+03
3.844400000002837103e+00,1.583103132919728523e+03
3.844500000002837314e+00,1.583120518930697244e+03
3.844600000002837525e+00,1.583137903128225616e+03
3.844700000002837736e+00,1.583155285512371165e+03
3.844800000002837947e+00,1.583172666083191189e+03
3.844900000002838159e+00,1.583190044840744349e+03
3.845000000002838370e+00,1.583207421785087263e+03
3.845100000002838581e+00,1.583224796916278137e+03
3.845200000002838792e+00,1.583242170234374953e+03
3.845300000002839003e+00,1.583259541739435690e+03
3.845400000002839214e+00,1.583276911431517647e+03
3.845500000002839425e+00,1.583294279310678576e+03
3.845600000002839636e+00,1.583311645376975093e+03
3.845700000002839847e+00,1.583329009630468136e+03
3.845800000002840058e+00,1.583346372071212727e+03
3.845900000002840269e+00,1.583363732699267985e+03
3.846000000002840480e+00,1.583381091514690979e+03
3.846100000002840691e+00,1.583398448517539464e+03
3.846200000002840902e+00,1.583415803707871646e+03
3.846300000002841113e+00,1.583433157085745506e+03
3.846400000002841324e+00,1.583450508651219252e+03
3.846500000002841535e+00,1.583467858404349727e+03
3.846600000002841746e+00,1.583485206345194911e+03
3.846700000002841957e+00,1.583502552473813466e+03
3.846800000002842168e+00,1.583519896790262464e+03
3.846900000002842379e+00,1.583537239294599885e+03
3.847000000002842590e+00,1.583554579986884391e+03
3.847100000002842801e+00,1.583571918867173281e+03
3.847200000002843012e+00,1.583589255935523852e+03
3.847300000002843223e+00,1.583606591191995676e+03
3.847400000002843434e+00,1.583623924636644460e+03
3.847500000002843645e+00,1.583641256269529777e+03
3.847600000002843856e+00,1.583658586090709377e+03
3.847700000002844067e+00,1.583675914100241016e+03
3.847800000002844278e+00,1.583693240298182900e+03
3.847900000002844489e+00,1.583710564684591645e+03
3.848000000002844700e+00,1.583727887259526369e+03
3.848100000002844912e+00,1.583745208023045279e+03
3.848200000002845123e+00,1.583762526975205674e+03
3.848300000002845334e+00,1.583779844116066442e+03
3.848400000002845545e+00,1.583797159445684656e+03
3.848500000002845756e+00,1.583814472964118750e+03
3.848600000002845967e+00,1.583831784671426476e+03
3.848700000002846178e+00,1.583849094567665588e+03
3.848800000002846389e+00,1.583866402652895431e+03
3.848900000002846600e+00,1.583883708927172620e+03
3.849000000002846811e+00,1.583901013390555818e+03
3.849100000002847022e+00,1.583918316043103687e+03
3.849200000002847233e+00,1.583935616884872616e+03
3.849300000002847444e+00,1.583952915915922176e+03
3.849400000002847655e+00,1.583970213136310122e+03
3.849500000002847866e+00,1.583987508546094205e+03
3.849600000002848077e+00,1.584004802145332860e+03
3.849700000002848288e+00,1.584022093934083841e+03
3.849800000002848499e+00,1.584039383912404901e+03
3.849900000002848710e+00,1.584056672080354929e+03
3.850000000002848921e+00,1.584073958437992587e+03
3.850100000002849132e+00,1.584091242985374720e+03
3.850200000002849343e+00,1.584108525722560216e+03
3.850300000002849554e+00,1.584125806649606830e+03
3.850400000002849765e+00,1.584143085766572540e+03
3.850500000002849976e+00,1.584160363073516237e+03
3.850600000002850187e+00,1.584177638570495674e+03
3.850700000002850398e+00,1.584194912257569740e+03
3.850800000002850609e+00,1.584212184134795280e+03
3.850900000002850820e+00,1.584229454202231409e+03
3.851000000002851031e+00,1.584246722459935654e+03
3.851100000002851242e+00,1.584263988907967132e+03
3.851200000002851453e+00,1.584281253546383596e+03
3.851300000002851665e+00,1.584298516375243480e+03
3.851400000002851876e+00,1.584315777394604766e+03
3.851500000002852087e+00,1.584333036604525432e+03
3.851600000002852298e+00,1.584350294005064825e+03
3.851700000002852509e+00,1.584367549596279559e+03
3.851800000002852720e+00,1.584384803378229662e+03
3.851900000002852931e+00,1.584402055350971750e+03
3.852000000002853142e+00,1.584419305514566076e+03
3.852100000002853353e+00,1.584436553869069257e+03
3.852200000002853564e+00,1.584453800414540183e+03
3.852300000002853775e+00,1.584471045151036833e+03
3.852400000002853986e+00,1.584488288078618098e+03
3.852500000002854197e+00,1.584505529197341502e+03
3.852600000002854408e+00,1.584522768507266619e+03
3.852700000002854619e+00,1.584540006008451201e+03
3.852800000002854830e+00,1.584557241700953455e+03
3.852900000002855041e+00,1.584574475584830907e+03
3.853000000002855252e+00,1.584591707660143356e+03
3.853100000002855463e+00,1.584608937926948784e+03
3.853200000002855674e+00,1.584626166385305396e+03
3.853300000002855885e+00,1.584643393035271629e+03
3.853400000002856096e+00,1.584660617876905462e+03
3.853500000002856307e+00,1.584677840910265559e+03
3.853600000002856518e+00,1.584695062135411263e+03
3.853700000002856729e+00,1.584712281552399872e+03
3.853800000002856940e+00,1.584729499161290278e+03
3.853900000002857151e+00,1.584746714962140913e+03
3.854000000002857362e+00,1.584763928955009987e+03
3.854100000002857573e+00,1.584781141139955253e+03
3.854200000002857784e+00,1.584798351517036963e+03
3.854300000002857995e+00,1.584815560086312416e+03
3.854400000002858206e+00,1.584832766847840276e+03
3.854500000002858418e+00,1.584849971801679203e+03
3.854600000002858629e+00,1.584867174947887861e+03
3.854700000002858840e+00,1.584884376286523775e+03
3.854800000002859051e+00,1.584901575817646517e+03
3.854900000002859262e+00,1.584918773541314522e+03
3.855000000002859473e+00,1.584935969457585315e+03
3.855100000002859684e+00,1.584953163566518697e+03
3.855200000002859895e+00,1.584970355868172874e+03
3.855300000002860106e+00,1.584987546362605599e+03
3.855400000002860317e+00,1.585004735049876444e+03
3.855500000002860528e+00,1.585021921930043163e+03
3.855600000002860739e+00,1.585039107003165554e+03
3.855700000002860950e+00,1.585056290269301144e+03
3.855800000002861161e+00,1.585073471728508366e+03
3.855900000002861372e+00,1.585090651380845884e+03
3.856000000002861583e+00,1.585107829226372814e+03
3.856100000002861794e+00,1.585125005265148275e+03
3.856200000002862005e+00,1.585142179497230018e+03
3.856300000002862216e+00,1.585159351922676933e+03
3.856400000002862427e+00,1.585176522541547229e+03
3.856500000002862638e+00,1.585193691353900022e+03
3.856600000002862849e+00,1.585210858359793974e+03
3.856700000002863060e+00,1.585228023559287976e+03
3.856800000002863271e+00,1.585245186952440690e+03
3.856900000002863482e+00,1.585262348539309869e+03
3.857000000002863693e+00,1.585279508319955085e+03
3.857100000002863904e+00,1.585296666294434772e+03
3.857200000002864115e+00,1.585313822462807366e+03
3.857300000002864326e+00,1.585330976825131756e+03
3.857400000002864537e+00,1.585348129381467743e+03
3.857500000002864748e+00,1.585365280131872623e+03
3.857600000002864959e+00,1.585382429076405288e+03
3.857700000002865171e+00,1.585399576215125080e+03
3.857800000002865382e+00,1.585416721548090209e+03
3.857900000002865593e+00,1.585433865075360018e+03
3.858000000002865804e+00,1.585451006796992942e+03
3.858100000002866015e+00,1.585468146713047872e+03
3.858200000002866226e+00,1.585485284823583470e+03
3.858300000002866437e+00,1.585502421128658398e+03
3.858400000002866648e+00,1.585519555628331545e+03
3.858500000002866859e+00,1.585536688322662030e+03
3.858600000002867070e+00,1.585553819211708287e+03
3.858700000002867281e+00,1.585570948295530116e+03
3.858800000002867492e+00,1.585588075574184586e+03
3.858900000002867703e+00,1.585605201047732635e+03
3.859000000002867914e+00,1.585622324716230423e+03
3.859100000002868125e+00,1.585639446579739115e+03
3.859200000002868336e+00,1.585656566638317145e+03
3.859300000002868547e+00,1.585673684892022948e+03
3.859400000002868758e+00,1.585690801340915414e+03
3.859500000002868969e+00,1.585707915985053432e+03
3.859600000002869180e+00,1.585725028824495666e+03
3.859700000002869391e+00,1.585742139859302142e+03
3.859800000002869602e+00,1.585759249089531068e+03
3.859900000002869813e+00,1.585776356515240877e+03
3.860000000002870024e+00,1.585793462136490689e+03
3.860100000002870235e+00,1.585810565953340529e+03
3.860200000002870446e+00,1.585827667965847695e+03
3.860300000002870657e+00,1.585844768174072215e+03
3.860400000002870868e+00,1.585861866578073432e+03
3.860500000002871079e+00,1.585878963177909327e+03
3.860600000002871290e+00,1.585896057973639017e+03
3.860700000002871501e+00,1.585913150965321847e+03
3.860800000002871712e+00,1.585930242153016479e+03
3.860900000002871923e+00,1.585947331536782258e+03
3.861000000002872135e+00,1.585964419116678300e+03
3.861100000002872346e+00,1.585981504892763269e+03
3.861200000002872557e+00,1.585998588865096281e+03
3.861300000002872768e+00,1.586015671033736453e+03
3.861400000002872979e+00,1.586032751398742221e+03
3.861500000002873190e+00,1.586049829960173838e+03
3.861600000002873401e+00,1.586066906718089058e+03
3.861700000002873612e+00,1.586083981672548134e+03
3.861800000002873823e+00,1.586101054823609729e+03
3.861900000002874034e+00,1.586118126171333415e+03
3.862000000002874245e+00,1.586135195715775808e+03
3.862100000002874456e+00,1.586152263456999435e+03
3.862200000002874667e+00,1.586169329395061368e+03
3.862300000002874878e+00,1.586186393530021405e+03
3.862400000002875089e+00,1.586203455861938437e+03
3.862500000002875300e+00,1.586220516390871808e+03
3.862600000002875511e+00,1.586237575116879270e+03
3.862700000002875722e+00,1.586254632040022898e+03
3.862800000002875933e+00,1.586271687160359079e+03
3.862900000002876144e+00,1.586288740477948522e+03
3.863000000002876355e+00,1.586305791992849663e+03
3.863100000002876566e+00,1.586322841705122528e+03
3.863200000002876777e+00,1.586339889614825324e+03
3.863300000002876988e+00,1.586356935722016942e+03
3.863400000002877199e+00,1.586373980026758545e+03
3.863500000002877410e+00,1.586391022529107204e+03
3.863600000002877621e+00,1.586408063229123627e+03
3.863700000002877832e+00,1.586425102126865795e+03
3.863800000002878043e+00,1.586442139222394417e+03
3.863900000002878254e+00,1.586459174515766790e+03
3.864000000002878465e+00,1.586476208007044306e+03
3.864100000002878676e+00,1.586493239696284490e+03
3.864200000002878888e+00,1.586510269583547597e+03
3.864300000002879099e+00,1.586527297668892970e+03
3.864400000002879310e+00,1.586544323952379500e+03
3.864500000002879521e+00,1.586561348434065849e+03
3.864600000002879732e+00,1.586578371114012498e+03
3.864700000002879943e+00,1.586595391992278564e+03
3.864800000002880154e+00,1.586612411068922938e+03
3.864900000002880365e+00,1.586629428344005191e+03
3.865000000002880576e+00,1.586646443817584213e+03
3.865100000002880787e+00,1.586663457489719804e+03
3.865200000002880998e+00,1.586680469360471079e+03
3.865300000002881209e+00,1.586697479429897612e+03
3.865400000002881420e+00,1.586714487698058974e+03
3.865500000002881631e+00,1.586731494165013828e+03
3.865600000002881842e+00,1.586748498830821973e+03
3.865700000002882053e+00,1.586765501695542525e+03
3.865800000002882264e+00,1.586782502759235740e+03
3.865900000002882475e+00,1.586799502021960052e+03
3.866000000002882686e+00,1.586816499483775715e+03
3.866100000002882897e+00,1.586833495144741846e+03
3.866200000002883108e+00,1.586850489004916653e+03
3.866300000002883319e+00,1.586867481064361300e+03
3.866400000002883530e+00,1.586884471323134221e+03
3.866500000002883741e+00,1.586901459781296353e+03
3.866600000002883952e+00,1.586918446438904994e+03
3.866700000002884163e+00,1.586935431296020624e+03
3.866800000002884374e+00,1.586952414352703045e+03
3.866900000002884585e+00,1.586969395609011144e+03
3.867000000002884796e+00,1.586986375065005177e+03
3.867100000002885007e+00,1.587003352720744260e+03
3.867200000002885218e+00,1.587020328576287511e+03
3.867300000002885429e+00,1.587037302631694956e+03
3.867400000002885641e+00,1.587054274887025485e+03
3.867500000002885852e+00,1.587071245342339353e+03
3.867600000002886063e+00,1.587088213997695902e+03
3.867700000002886274e+00,1.587105180853154707e+03
3.867800000002886485e+00,1.587122145908775110e+03
3.867900000002886696e+00,1.587139109164617139e+03
3.868000000002886907e+00,1.587156070620739456e+03
3.868100000002887118e+00,1.587173030277202088e+03
3.868200000002887329e+00,1.587189988134065516e+03
3.868300000002887540e+00,1.587206944191387947e+03
3.868400000002887751e+00,1.587223898449229864e+03
3.868500000002887962e+00,1.587240850907651065e+03
3.868600000002888173e+00,1.587257801566710441e+03
3.868700000002888384e+00,1.587274750426467335e+03
3.868800000002888595e+00,1.587291697486982684e+03
3.868900000002888806e+00,1.587308642748315151e+03
3.869000000002889017e+00,1.587325586210524762e+03
3.869100000002889228e+00,1.587342527873671543e+03
3.869200000002889439e+00,1.587359467737814384e+03
3.869300000002889650e+00,1.587376405803012631e+03
3.869400000002889861e+00,1.587393342069327218e+03
3.869500000002890072e+00,1.587410276536817264e+03
3.869600000002890283e+00,1.587427209205542567e+03
3.869700000002890494e+00,1.587444140075562927e+03
3.869800000002890705e+00,1.587461069146937234e+03
3.869900000002890916e+00,1.587477996419726423e+03
3.870000000002891127e+00,1.587494921893989158e+03
3.870100000002891338e+00,1.587511845569786146e+03
3.870200000002891549e+00,1.587528767447176961e+03
3.870300000002891760e+00,1.587545687526220263e+03
3.870400000002891971e+00,1.587562605806977217e+03
3.870500000002892182e+00,1.587579522289506713e+03
3.870600000002892394e+00,1.587596436973869004e+03
3.870700000002892605e+00,1.587613349860123890e+03
3.870800000002892816e+00,1.587630260948330942e+03
3.870900000002893027e+00,1.587647170238549961e+03
3.871000000002893238e+00,1.587664077730840518e+03
3.871100000002893449e+00,1.587680983425263094e+03
3.871200000002893660e+00,1.587697887321876806e+03
3.871300000002893871e+00,1.587714789420742136e+03
3.871400000002894082e+00,1.587731689721919338e+03
3.871500000002894293e+00,1.587748588225467074e+03
3.871600000002894504e+00,1.587765484931445599e+03
3.871700000002894715e+00,1.587782379839915393e+03
3.871800000002894926e+00,1.587799272950934892e+03
3.871900000002895137e+00,1.587816164264565487e+03
3.872000000002895348e+00,1.587833053780866749e+03
3.872100000002895559e+00,1.587849941499898478e+03
3.872200000002895770e+00,1.587866827421720245e+03
3.872300000002895981e+00,1.587883711546391851e+03
3.872400000002896192e+00,1.587900593873973776e+03
3.872500000002896403e+00,1.587917474404525819e+03
3.872600000002896614e+00,1.587934353138108236e+03
3.872700000002896825e+00,1.587951230074780142e+03
3.872800000002897036e+00,1.587968105214602474e+03
3.872900000002897247e+00,1.587984978557634577e+03
3.873000000002897458e+00,1.588001850103936022e+03
3.873100000002897669e+00,1.588018719853567745e+03
3.873200000002897880e+00,1.588035587806589319e+03
3.873300000002898091e+00,1.588052453963060998e+03
3.873400000002898302e+00,1.588069318323042125e+03
3.873500000002898513e+00,1.588086180886593183e+03
3.873600000002898724e+00,1.588103041653773971e+03
3.873700000002898935e+00,1.588119900624645425e+03
3.873800000002899147e+00,1.588136757799266661e+03
3.873900000002899358e+00,1.588153613177697252e+03
3.874000000002899569e+00,1.588170466759998590e+03
3.874100000002899780e+00,1.588187318546229790e+03
3.874200000002899991e+00,1.588204168536451107e+03
3.874300000002900202e+00,1.588221016730722340e+03
3.874400000002900413e+00,1.588237863129104653e+03
3.874500000002900624e+00,1.588254707731658073e+03
3.874600000002900835e+00,1.588271550538440806e+03
3.874700000002901046e+00,1.588288391549515154e+03
3.874800000002901257e+00,1.588305230764939552e+03
3.874900000002901468e+00,1.588322068184775162e+03
3.875000000002901679e+00,1.588338903809082240e+03
3.875100000002901890e+00,1.588355737637920811e+03
3.875200000002902101e+00,1.588372569671349993e+03
3.875300000002902312e+00,1.588389399909430949e+03
3.875400000002902523e+00,1.588406228352223934e+03
3.875500000002902734e+00,1.588423054999788519e+03
3.875600000002902945e+00,1.588439879852185413e+03
3.875700000002903156e+00,1.588456702909474643e+03
3.875800000002903367e+00,1.588473524171716690e+03
3.875900000002903578e+00,1.588490343638971126e+03
3.876000000002903789e+00,1.588507161311297750e+03
3.876100000002904000e+00,1.588523977188758636e+03
3.876200000002904211e+00,1.588540791271412218e+03
3.876300000002904422e+00,1.588557603559319887e+03
3.876400000002904633e+00,1.588574414052540760e+03
3.876500000002904844e+00,1.588591222751136456e+03
3.876600000002905055e+00,1.588608029655166547e+03
3.876700000002905266e+00,1.588624834764691059e+03
3.876800000002905477e+00,1.588641638079770701e+03
3.876900000002905688e+00,1.588658439600465272e+03
3.877000000002905900e+00,1.588675239326835481e+03
3.877100000002906111e+00,1.588692037258941582e+03
3.877200000002906322e+00,1.588708833396844739e+03
3.877300000002906533e+00,1.588725627740602931e+03
3.877400000002906744e+00,1.588742420290278915e+03
3.877500000002906955e+00,1.588759211045931352e+03
3.877600000002907166e+00,1.588776000007622315e+03
3.877700000002907377e+00,1.588792787175410695e+03
3.877800000002907588e+00,1.588809572549357199e+03
3.877900000002907799e+00,1.588826356129521628e+03
3.878000000002908010e+00,1.588843137915965599e+03
3.878100000002908221e+00,1.588859917908749139e+03
3.878200000002908432e+00,1.588876696107932503e+03
3.878300000002908643e+00,1.588893472513575716e+03
3.878400000002908854e+00,1.588910247125739716e+03
3.878500000002909065e+00,1.588927019944484528e+03
3.878600000002909276e+00,1.588943790969870861e+03
3.878700000002909487e+00,1.588960560201958970e+03
3.878800000002909698e+00,1.588977327640809563e+03
3.878900000002909909e+00,1.588994093286483121e+03
3.879000000002910120e+00,1.589010857139039445e+03
3.879100000002910331e+00,1.589027619198539242e+03
3.879200000002910542e+00,1.589044379465043448e+03
3.879300000002910753e+00,1.589061137938612546e+03
3.879400000002910964e+00,1.589077894619306790e+03
3.879500000002911175e+00,1.589094649507186659e+03
