"jname","ndup","ra","dec","file","root","nGr","Grating","grade","zfit","z","comment","References","nRef","sn50","wmin","wmax","Lya","Ha","OIII","L_Ha","L_OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"j033242.60m274901.49","5","53.177513","-27.817083","jades-gds1-v2_prism-clear_1286_36566.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","4.1381","4.1381","","KHa23  z=-9999.000","1","-0.03","0.61","5.28","0.7","3.6","","40.88","40.75","","","","FITS   zfit   spl","",""
"j033233.22m274859.02","5","53.138416","-27.816395","jades-gds1-v2_prism-clear_1286_36679.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.6193","2.6193","","-","0","17.63","0.61","5.28","","31.1","6.9","42.11","41.56","","","","FITS   zfit   spl","",""
"j033228.26m274859.51","2","53.117752","-27.816526","jades-gds1-v2_prism-clear_1286_36826.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","5.7712","5.7712","","CSi23  z=N/A","1","0.48","0.61","5.28","0.9","7.2","","41.54","41.92","","","","FITS   zfit   spl","",""
"j033244.12m274857.20","2","53.183842","-27.815887","jades-gds1-v2_prism-clear_1286_37046.spec.fits","jades-gds1-v2","1","G395M","3","2.6976","2.6976","","-","0","8.4","0.61","5.28","","7.5","6.8","41.21","41.48","","","","FITS   zfit   spl","",""
"j033228.40m274855.53","5","53.118339","-27.815426","jades-gds1-v2_prism-clear_1286_37272.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","1.9948","1.9948","","-","0","2.65","0.61","5.28","","9.5","15.9","41.28","41.7","","","","FITS   zfit   spl","",""
"j033243.68m274851.06","5","53.182003","-27.814182","jades-gds1-v2_prism-clear_1286_37746.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.6197","2.6197","","-","0","38.39","0.61","5.28","","32.7","9.1","42.01","41.45","","","","FITS   zfit   spl","",""
"j033240.61m274850.94","5","53.169228","-27.81415","jades-gds1-v2_prism-clear_1286_37846.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","2.2235","2.2235","","-","0","0.37","0.61","5.28","","1.8","0.8","40.27","40.19","","","","FITS   zfit   spl","",""
"j033234.12m274849.81","5","53.142155","-27.813837","jades-gds1-v2_prism-clear_1286_37881.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.3457","2.3457","","-","0","32.7","0.61","5.28","","40.3","30.7","42.21","42.26","","","","FITS   zfit   spl","",""
"j033242.49m274849.73","9","53.177033","-27.813816","jades-gds1-v2_prism-clear_1286_37947.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.6913","2.6913","","-","0","2.7","0.61","5.28","","9.9","10.5","41.17","41.45","","","","FITS   zfit   spl","",""
"j033228.70m274850.07","5","53.119564","-27.81391","jades-gds1-v2_prism-clear_1286_37980.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","3.8607","3.8607","","-","0","-0.08","0.61","5.28","","2.8","1.2","40.83","40.74","","","","FITS   zfit   spl","",""
"j033232.08m274849.58","3","53.133648","-27.813772","jades-gds1-v2_prism-clear_1286_37990.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.32","2.32","","-","0","3.96","0.61","5.28","","7.8","6.6","41.16","41.32","","","","FITS   zfit   spl","",""
"j033228.66m274845.84","3","53.119411","-27.812735","jades-gds1-v2_prism-clear_1286_38450.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","3.9618","3.9618","","-","0","0.16","0.61","5.28","","4.3","4.2","40.83","41.13","","","","FITS   zfit   spl","",""
"j033233.87m274843.57","5","53.141125","-27.812101","jades-gds1-v2_prism-clear_1286_38688.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","2","0.965","0.965","","-","0","0.17","0.61","5.28","","3.2","2.8","39.88","39.87","","","","FITS   zfit   spl","",""
"j033235.10m274838.36","5","53.146263","-27.810656","jades-gds1-v2_prism-clear_1286_39271.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.6909","2.6909","","-","0","4.49","0.61","5.28","","0.3","3.9","39.59","40.97","","","","FITS   zfit   spl","",""
"j033234.70m274834.12","5","53.144596","-27.809479","jades-gds1-v2_prism-clear_1286_39782.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","3.1916","3.1916","","-","0","5.74","0.61","5.28","","21.5","25","41.71","42.09","","","","FITS   zfit   spl","",""
"j033231.78m274832.89","5","53.132401","-27.809135","jades-gds1-v2_prism-clear_1286_39898.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","3.1711","3.1711","","-","0","20.91","0.61","5.28","","35.2","23.3","42.25","42.24","","","","FITS   zfit   spl","",""
"j033230.09m274829.12","5","53.125378","-27.80809","jades-gds1-v2_prism-clear_1286_40484.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","5.9893","5.9893","","-","0","0.05","0.61","5.28","-0.4","-0.1","","","41.1","","","","FITS   zfit   spl","",""
"j033231.37m274825.51","2","53.130688","-27.807085","jades-gds1-v2_prism-clear_1286_40920.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","3.4521","3.4521","","-","0","0.51","0.61","5.28","","4.1","3.5","40.83","41.02","","","","FITS   zfit   spl","",""
"j033229.96m274813.65","5","53.124844","-27.803791","jades-gds1-v2_prism-clear_1286_42252.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","3.5366","3.5366","","-","0","1.56","0.61","5.28","","2.7","6.4","40.75","41.44","","","","FITS   zfit   spl","",""
"j033245.23m274813.29","3","53.18845","-27.803692","jades-gds1-v2_prism-clear_1286_42315.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","0.3126","0.3126","","-","0","-0.17","0.61","5.28","","3.7","2.2","39.18","39.01","","","","FITS   zfit   spl","",""
"j033245.25m274812.70","5","53.188545","-27.803528","jades-gds1-v2_prism-clear_1286_42355.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","4.7978","4.7978","","-","0","2.44","0.61","5.28","-1.1","20.8","","41.93","42.35","","","","FITS   zfit   spl","",""
"j033244.66m274808.09","2","53.18607","-27.802246","jades-gds1-v2_prism-clear_1286_42789.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.8121","2.8121","","-","0","20.15","0.61","5.28","","53.4","59.7","42.42","42.72","","","","FITS   zfit   spl","",""
"j033229.45m274808.56","5","53.122711","-27.802378","jades-gds1-v2_prism-clear_1286_42829.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","0.4022","0.4022","","-","0","0.45","0.61","5.28","","2.6","1.6","39.05","38.9","","","","FITS   zfit   spl","",""
"j033244.91m274804.63","5","53.187141","-27.801287","jades-gds1-v2_prism-clear_1286_43252.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","7.2819","7.2819","","-","0","0.4","0.61","5.28","-0.3","","","","41.66","","","","FITS   zfit   spl","",""
"j033240.87m274757.31","5","53.170311","-27.799254","jades-gds1-v2_prism-clear_1286_44069.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","4.3783","4.3783","","-","0","0.19","0.61","5.28","2.6","8","","41.32","41.62","","","","FITS   zfit   spl","",""
"j033241.01m274755.74","5","53.170879","-27.798817","jades-gds1-v2_prism-clear_1286_44214.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","0.1336","0.1336","","-","0","0.99","0.61","5.28","","-0.5","","","","","","","FITS   zfit   spl","",""
"j033243.67m274747.19","5","53.181969","-27.796442","jades-gds1-v2_prism-clear_1286_45162.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","1.0917","1.0917","","-","0","-0.01","0.61","5.28","","1.4","1.9","39.73","39.92","","","","FITS   zfit   spl","",""
"j033241.99m274746.18","5","53.174938","-27.796162","jades-gds1-v2_prism-clear_1286_45263.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.6367","2.6367","","-","0","2.03","0.61","5.28","","16.8","16.4","41.5","41.81","","","","FITS   zfit   spl","",""
"j033241.91m274743.62","3","53.174633","-27.79545","jades-gds1-v2_prism-clear_1286_45494.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.6979","2.698","","-","0","10.68","0.61","5.28","","21.7","12.9","41.67","41.69","","","","FITS   zfit   spl","",""
"j033234.87m274739.01","4","53.145298","-27.79417","jades-gds1-v2_prism-clear_1286_45967.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.6531","2.6531","","-","0","3.1","0.61","5.28","","5.8","5.5","40.84","41.13","","","","FITS   zfit   spl","",""
"j033243.41m274737.84","5","53.18087","-27.793844","jades-gds1-v2_prism-clear_1286_46102.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.2293","2.2293","","-","0","0.24","0.61","5.28","","4","2.8","40.67","40.76","","","","FITS   zfit   spl","",""
"j033245.92m274736.48","5","53.191319","-27.793467","jades-gds1-v2_prism-clear_1286_46249.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","0.2942","0.2942","","-","0","0.19","0.61","5.28","","-0.2","3.6","","39.24","","","","FITS   zfit   spl","",""
"j033235.43m274735.04","5","53.147633","-27.793066","jades-gds1-v2_prism-clear_1286_46404.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","1.3091","1.3092","","-","0","0.03","0.61","5.28","","0.3","1.9","39.29","40.17","","","","FITS   zfit   spl","",""
"j033235.03m274732.38","5","53.14595","-27.792328","jades-gds1-v2_prism-clear_1286_46646.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","1.1195","1.1195","","-","0","3.27","0.61","5.28","","1.6","1.3","40.02","40.01","","","","FITS   zfit   spl","",""
"j033244.03m274727.52","9","53.183433","-27.790972","jades-gds1-v2_prism-clear_1286_47100.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","7.4324","7.4324","","-","0","1.76","0.61","5.28","-0.3","","","","42.61","","","","FITS   zfit   spl","",""
"j033231.19m274726.94","5","53.129959","-27.790815","jades-gds1-v2_prism-clear_1286_47184.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","0.0447","0.0447","","-","0","0.65","0.61","5.28","","0.5","","36.22","","","","","FITS   zfit   spl","",""
"j033234.68m274725.54","9","53.144493","-27.790426","jades-gds1-v2_prism-clear_1286_47297.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.4459","2.4459","","-","0","2.77","0.61","5.28","","7.1","8.3","41.14","41.42","","","","FITS   zfit   spl","",""
"j033235.25m274725.17","5","53.146877","-27.790325","jades-gds1-v2_prism-clear_1286_47317.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","3.3613","3.3613","","-","0","1.63","0.61","5.28","","13","16.4","41.43","41.84","","","","FITS   zfit   spl","",""
"j033241.87m274723.87","5","53.174469","-27.789963","jades-gds1-v2_prism-clear_1286_47475.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","0.4063","0.4063","","-","0","0.47","0.61","5.28","","2.1","1.8","39.07","39.03","","","","FITS   zfit   spl","",""
"j033246.18m274722.49","5","53.192413","-27.789579","jades-gds1-v2_prism-clear_1286_47609.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","0.0601","0.0601","","-","0","0.1","0.61","5.28","","2.7","","37.52","","","","","FITS   zfit   spl","",""
"j033235.83m274718.96","5","53.149307","-27.788599","jades-gds1-v2_prism-clear_1286_47870.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","1.9098","1.9098","","-","0","40.69","0.61","5.28","","34.5","17.1","42.37","42.11","","","","FITS   zfit   spl","",""
"j033234.75m274719.21","5","53.144775","-27.78867","jades-gds1-v2_prism-clear_1286_47948.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","1.8909","1.8909","","-","0","0.85","0.61","5.28","","1.9","0.8","40.13","39.94","","","","FITS   zfit   spl","",""
"j033246.28m274716.55","9","53.192841","-27.787928","jades-gds1-v2_prism-clear_1286_48242.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","1.7681","1.7682","","-","0","4.54","0.61","5.28","","5.9","6.2","40.72","40.88","","","","FITS   zfit   spl","",""
"j033236.38m274716.51","1","53.1516","-27.787914","jades-gds1-v2_prism-clear_1286_48269.spec.fits","jades-gds1-v2","0","","3","6.6314","6.6315","","CSi23  z=N/A","1","0.69","0.61","5.28","0.9","11.1","","42.23","42.42","","","","FITS   zfit   spl","",""
"j033235.53m274715.88","5","53.148026","-27.787744","jades-gds1-v2_prism-clear_1286_48275.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","1.8906","1.8906","","-","0","18.87","0.61","5.28","","4.3","5.6","41.23","41.49","","","","FITS   zfit   spl","",""
"j033246.61m274714.65","5","53.194214","-27.787403","jades-gds1-v2_prism-clear_1286_48452.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","0.4448","0.4448","","-","0","0.29","0.61","5.28","","-0.9","3.5","","39.58","","","","FITS   zfit   spl","",""
"j033244.89m274713.96","5","53.187054","-27.787211","jades-gds1-v2_prism-clear_1286_48528.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","1.1072","1.1072","","-","0","-0.19","0.61","5.28","","2.1","2.4","39.89","40.04","","","","FITS   zfit   spl","",""
"j033230.18m274711.81","5","53.125744","-27.786613","jades-gds1-v2_prism-clear_1286_48768.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","3.7128","3.7128","","-","0","0.19","0.61","5.28","","1.5","1.7","40.3","40.67","","","","FITS   zfit   spl","",""
"j033246.14m274709.89","5","53.192245","-27.786081","jades-gds1-v2_prism-clear_1286_48912.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.459","2.459","","-","0","22.14","0.61","5.28","","34.9","29.3","42.48","42.58","","","","FITS   zfit   spl","",""
"j033230.95m274708.77","3","53.128979","-27.78577","jades-gds1-v2_prism-clear_1286_49104.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","1.7414","1.7414","","-","0","5.29","0.61","5.28","","2.3","3.3","40.21","40.49","","","","FITS   zfit   spl","",""
"j033241.94m274707.99","5","53.174748","-27.785553","jades-gds1-v2_prism-clear_1286_49222.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","4.1365","4.1365","","-","0","0.23","0.61","5.28","1.9","3.6","","40.93","40.79","","","","FITS   zfit   spl","",""
"j033236.38m274707.48","5","53.151569","-27.785412","jades-gds1-v2_prism-clear_1286_49246.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","3.6116","3.6116","","-","0","8.93","0.61","5.28","","24.4","27.8","41.9","42.26","","","","FITS   zfit   spl","",""
"j033245.93m274706.45","3","53.191376","-27.785126","jades-gds1-v2_prism-clear_1286_49406.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","8.6589","8.6589","","-","0","0.11","0.61","5.28","-1.4","","","","41.72","","","","FITS   zfit   spl","",""
"j033236.08m274704.06","5","53.150314","-27.78446","jades-gds1-v2_prism-clear_1286_49688.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","5.2681","5.2681","","-","0","1.34","0.61","5.28","0.9","10","","41.59","41.76","","","","FITS   zfit   spl","",""
"j033231.16m274702.99","5","53.129822","-27.784162","jades-gds1-v2_prism-clear_1286_49733.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","1.6124","1.6124","","-","0","19.12","0.61","5.28","","11.3","11.4","41.32","41.45","","","","FITS   zfit   spl","",""
"j033231.92m274702.31","1","53.132984","-27.783976","jades-gds1-v2_prism-clear_1286_49888.spec.fits","jades-gds1-v2","0","","1","3.9475","3.9475","","-","0","-0.05","0.61","5.28","","2.7","2.8","40.61","40.91","","","","FITS   zfit   spl","",""
"j033246.97m274700.36","3","53.195713","-27.783434","jades-gds1-v2_prism-clear_1286_50059.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","4.2162","4.2162","","-","0","-0.06","0.61","5.28","1.8","2","","40.89","41.04","","","","FITS   zfit   spl","",""
"j033236.04m274658.68","2","53.150162","-27.782967","jades-gds1-v2_prism-clear_1286_50225.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","1","0.6269","0.6269","","-","0","0.5","0.61","5.28","","1.5","3.5","39.74","40.09","","","","FITS   zfit   spl","",""
"j033235.64m274655.11","5","53.14851","-27.781975","jades-gds1-v2_prism-clear_1286_50575.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","3.6061","3.6061","","-","0","2.64","0.61","5.28","","20","28.5","41.63","42.11","","","","FITS   zfit   spl","",""
"j033231.75m274654.17","1","53.132282","-27.781714","jades-gds1-v2_prism-clear_1286_50676.spec.fits","jades-gds1-v2","0","","1","5.3084","5.3084","","-","0","-0.3","0.61","5.28","-3.2","1.1","","40.59","41.13","","","","FITS   zfit   spl","",""
"j033235.76m274650.54","5","53.149017","-27.780705","jades-gds1-v2_prism-clear_1286_51068.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","5.9663","5.9662","","-","0","0.09","0.61","5.28","-1.5","6","","41.6","41.66","","","","FITS   zfit   spl","",""
"j033231.99m274649.34","5","53.133297","-27.780373","jades-gds1-v2_prism-clear_1286_51204.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","3.4762","3.4762","","-","0","2.22","0.61","5.28","","29.2","38.6","41.75","42.18","","","","FITS   zfit   spl","",""
"j033236.69m274648.63","3","53.152885","-27.780176","jades-gds1-v2_prism-clear_1286_51209.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","1.8693","1.8693","","-","0","7.28","0.61","5.28","","12.4","11.4","41.29","41.47","","","","FITS   zfit   spl","",""
"j033231.14m274648.63","6","53.129745","-27.780172","jades-gds1-v2_prism-clear_1286_51256.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.0297","2.0297","","-","0","4.5","0.61","5.28","","10.7","11.6","41.17","41.38","","","","FITS   zfit   spl","",""
"j033234.29m274647.95","5","53.142868","-27.779987","jades-gds1-v2_prism-clear_1286_51300.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.5473","2.5473","","-","0","10.49","0.61","5.28","","23","16.6","41.76","41.87","","","","FITS   zfit   spl","",""
"j033243.08m274646.32","5","53.179516","-27.779533","jades-gds1-v2_prism-clear_1286_51489.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","2.4711","2.4711","","-","0","2.71","0.61","5.28","","24","36.5","41.66","42.11","","","","FITS   zfit   spl","",""
"j033232.12m274642.90","6","53.13385","-27.778582","jades-gds1-v2_prism-clear_1286_51871.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","5.7786","5.7786","","-","0","0.25","0.61","5.28","-1.5","8.8","","41.61","41.39","","","","FITS   zfit   spl","",""
"j033236.52m274642.24","2","53.15218","-27.778402","jades-gds1-v2_prism-clear_1286_51925.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","5.9308","5.9308","","CSi23  z=N/A","1","0.1","0.61","5.28","0","8.7","","41.81","42.01","","","","FITS   zfit   spl","",""
"j033236.92m274635.08","5","53.153843","-27.776411","jades-gds1-v2_prism-clear_1286_52571.spec.fits","jades-gds1-v2","4","G140M   G235M   G395H   G395M","3","1.603","1.603","","-","0","11.04","0.61","5.28","","1.8","0.5","40.5","40.09","","","","FITS   zfit   spl","",""
