"ra","dec","file","root","grade","zfit","z","comment","References","nRef","grating","filter","sn50","wmin","wmax","Lya","Ha","OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"110.793322","-73.464908","smacs0723-ero-v1_g395m-f290lp_2736_7677.spec.fits","smacs0723-ero-v1","1","5.6622","5.6622","","-","0","G395M","F290LP","8.03","2.97","5.2","","3.7","-2.1","","","","FITS   zfit   spl","",""
"110.788002","-73.461868","smacs0723-ero-v1_g395m-f290lp_2736_8140.spec.fits","smacs0723-ero-v1","3","5.2752","5.2752","","KNa23  z=5.275","1","G395M","F290LP","4.08","3.05","5.2","","25.3","27.6","","","","FITS   zfit   spl","",""
"110.829357","-73.460549","smacs0723-ero-v1_g395m-f290lp_2736_8277.spec.fits","smacs0723-ero-v1","1","6.3261","6.3261","","-","0","G395M","F290LP","9.96","2.88","5.2","","6.1","-0.2","","","","FITS   zfit   spl","",""
"110.806535","-73.458254","smacs0723-ero-v1_g395m-f290lp_2736_8498.spec.fits","smacs0723-ero-v1","1","2.6685","2.6685","","-","0","G395M","F290LP","7.13","2.88","5.2","","","","","","","FITS   zfit   spl","",""
"110.916544","-73.458813","smacs0723-ero-v1_g395m-f290lp_2736_8506.spec.fits","smacs0723-ero-v1","3","2.2111","2.2111","","-","0","G395M","F290LP","16.91","2.88","5.2","","","","","","","FITS   zfit   spl","",""
"110.894109","-73.455614","smacs0723-ero-v1_g395m-f290lp_2736_8717.spec.fits","smacs0723-ero-v1","0","3.8008","3.8008","","-","0","G395M","F290LP","-0.37","2.88","5.2","","6.6","","","","","FITS   zfit   spl","",""
"110.913061","-73.456111","smacs0723-ero-v1_g395m-f290lp_2736_8730.spec.fits","smacs0723-ero-v1","1","3.995","3.995","","-","0","G395M","F290LP","3.23","2.88","5.2","","6.4","","","","","FITS   zfit   spl","",""
"110.805213","-73.454621","smacs0723-ero-v1_g395m-f290lp_2736_8883.spec.fits","smacs0723-ero-v1","2","6.8455","6.8455","","-","0","G395M","F290LP","30.2","2.88","5.2","","7.1","0","","","","FITS   zfit   spl","",""
"110.765981","-73.451658","smacs0723-ero-v1_g395m-f290lp_2736_9239.spec.fits","smacs0723-ero-v1","3","2.4623","2.4623","","-","0","G395M","F290LP","43.32","2.88","5.2","","","","","","","FITS   zfit   spl","",""
"110.797581","-73.449065","smacs0723-ero-v1_g395m-f290lp_2736_9483.spec.fits","smacs0723-ero-v1","3","1.1615","1.1615","","-","0","G395M","F290LP","78.2","2.88","5.2","","","","","","","FITS   zfit   spl","",""
"110.790459","-73.447075","smacs0723-ero-v1_g395m-f290lp_2736_9721.spec.fits","smacs0723-ero-v1","3","2.1183","2.1183","","-","0","G395M","F290LP","3.67","2.88","5.2","","","","","","","FITS   zfit   spl","",""
"110.859756","-73.44421","smacs0723-ero-v1_g395m-f290lp_2736_9922.spec.fits","smacs0723-ero-v1","3","2.7413","2.7413","","-","0","G395M","F290LP","13.58","2.88","5.2","","","","","","","FITS   zfit   spl","",""
"110.856111","-73.473747","smacs0723-ero-v1_g395m-f290lp_2736_m40.spec.fits","smacs0723-ero-v1","1","2.2207","2.2207","","-","0","G395M","F290LP","-0.41","2.88","5.2","","","","","","","FITS   zfit   spl","",""
"110.90058","-73.475738","smacs0723-ero-v1_g395m-f290lp_2736_m43.spec.fits","smacs0723-ero-v1","1","7.148","7.148","","-","0","G395M","F290LP","-0.06","2.88","5.2","","","4.4","","","","FITS   zfit   spl","",""
"110.92278","-73.476928","smacs0723-ero-v1_g395m-f290lp_2736_m48.spec.fits","smacs0723-ero-v1","1","4.0402","4.0402","","-","0","G395M","F290LP","1.24","2.88","5.2","","5.7","","","","","FITS   zfit   spl","",""
"110.827319","-73.454717","smacs0723-ero-v1_g395m-f290lp_2736_m49.spec.fits","smacs0723-ero-v1","2","7.5344","0.3","CO bands","-","0","G395M","F290LP","29.31","2.88","5.2","","","0.4","","","","FITS   zfit   spl","",""
"110.948905","-73.470717","smacs0723-ero-v1_g395m-f290lp_2736_m51.spec.fits","smacs0723-ero-v1","1","4.2871","4.2871","","-","0","G395M","F290LP","-0.1","2.88","5.2","","1.1","","","","","FITS   zfit   spl","",""
"110.946717","-73.469645","smacs0723-ero-v1_g395m-f290lp_2736_m52.spec.fits","smacs0723-ero-v1","1","5.1346","5.1346","","-","0","G395M","F290LP","2.08","2.88","5.2","","5.9","-1.9","","","","FITS   zfit   spl","",""
"110.935669","-73.466154","smacs0723-ero-v1_g395m-f290lp_2736_m53.spec.fits","smacs0723-ero-v1","1","1.831","1.831","","-","0","G395M","F290LP","-0.52","2.88","5.2","","","","","","","FITS   zfit   spl","",""
"110.945618","-73.465876","smacs0723-ero-v1_g395m-f290lp_2736_m55.spec.fits","smacs0723-ero-v1","1","6.9801","6.9801",";","-","0","G395M","F290LP","1.17","2.88","5.2","","","2.6","","","","FITS   zfit   spl","",""
"171.769551","42.450175","snH0pe-v1_g140m-f100lp_4446_102.spec.fits","snH0pe-v1","1","0.1086","0.1086","","-","0","G140M","F100LP","5.24","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.75351","42.451014","snH0pe-v1_g140m-f100lp_4446_104.spec.fits","snH0pe-v1","3","3.1107","3.1107","","-","0","G140M","F100LP","3.6","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.761675","42.452474","snH0pe-v1_g140m-f100lp_4446_109.spec.fits","snH0pe-v1","1","0.2027","0.2026","","-","0","G140M","F100LP","5.18","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.762877","42.485287","snH0pe-v1_g140m-f100lp_4446_1115.spec.fits","snH0pe-v1","1","2.0388","2.0388","","-","0","G140M","F100LP","2.6","0.98","1.8","","","-1.9","","","","FITS   zfit   spl","",""
"171.760255","42.452838","snH0pe-v1_g140m-f100lp_4446_112.spec.fits","snH0pe-v1","3","0.622","0.622","","-","0","G140M","F100LP","10.8","0.98","1.88","","28.9","","","","","FITS   zfit   spl","",""
"171.769333","42.454234","snH0pe-v1_g140m-f100lp_4446_123.spec.fits","snH0pe-v1","3","1.7862","1.7862","","-","0","G140M","F100LP","4.44","0.98","1.88","","29.3","30.5","","","","FITS   zfit   spl","",""
"171.778699","42.455562","snH0pe-v1_g140m-f100lp_4446_135.spec.fits","snH0pe-v1","1","4.8769","4.8769","","-","0","G140M","F100LP","2.89","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.78184","42.457284","snH0pe-v1_g140m-f100lp_4446_143.spec.fits","snH0pe-v1","3","1.6311","1.6311","","-","0","G140M","F100LP","5.21","0.98","1.88","","36.3","","","","","FITS   zfit   spl","",""
"171.819374","42.456546","snH0pe-v1_g140m-f100lp_4446_1477.spec.fits","snH0pe-v1","2","0.6853","0.6853","","-","0","G140M","F100LP","42.53","0.98","1.88","","1.2","","","","","FITS   zfit   spl","",""
"171.774264","42.460305","snH0pe-v1_g140m-f100lp_4446_171.spec.fits","snH0pe-v1","3","1.1777","1.1777","","-","0","G140M","F100LP","5.4","0.98","1.88","","35.4","28.6","","","","FITS   zfit   spl","",""
"171.767161","42.462233","snH0pe-v1_g140m-f100lp_4446_193.spec.fits","snH0pe-v1","1","0.4331","0.4331","","-","0","G140M","F100LP","8.57","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.804982","42.473813","snH0pe-v1_g140m-f100lp_4446_19.spec.fits","snH0pe-v1","3","3.9527","3.9527","","-","0","G140M","F100LP","3.15","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.82021","42.46821","snH0pe-v1_g140m-f100lp_4446_249.spec.fits","snH0pe-v1","1","0.1218","0.1218","","-","0","G140M","F100LP","0.04","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.828494","42.46946","snH0pe-v1_g140m-f100lp_4446_269.spec.fits","snH0pe-v1","1","0.3573","0.3573","","-","0","G140M","F100LP","0.04","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.823613","42.469639","snH0pe-v1_g140m-f100lp_4446_274.spec.fits","snH0pe-v1","3","3.9406","4.1061","","-","0","G140M","F100LP","8.61","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.778412","42.470244","snH0pe-v1_g140m-f100lp_4446_285.spec.fits","snH0pe-v1","1","0.4456","0.4456","","-","0","G140M","F100LP","8.43","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.813796","42.478061","snH0pe-v1_g140m-f100lp_4446_2.spec.fits","snH0pe-v1","2","2.6046","2.6046","","-","0","G140M","F100LP","23.4","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.773541","42.471633","snH0pe-v1_g140m-f100lp_4446_313.spec.fits","snH0pe-v1","1","0.3951","0.3951","","-","0","G140M","F100LP","4.85","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.777881","42.472825","snH0pe-v1_g140m-f100lp_4446_331.spec.fits","snH0pe-v1","1","0.6848","0.6848","","-","0","G140M","F100LP","1.47","0.98","1.88","","0.2","","","","","FITS   zfit   spl","",""
"171.817845","42.473219","snH0pe-v1_g140m-f100lp_4446_337.spec.fits","snH0pe-v1","3","2.5214","1.78","","-","0","G140M","F100LP","26.91","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.831085","42.473553","snH0pe-v1_g140m-f100lp_4446_342.spec.fits","snH0pe-v1","1","6.8284","6.8284","","-","0","G140M","F100LP","-0.13","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.820467","42.475172","snH0pe-v1_g140m-f100lp_4446_376.spec.fits","snH0pe-v1","1","0.5589","0.5589","","-","0","G140M","F100LP","6.54","0.98","1.88","","3.2","","","","","FITS   zfit   spl","",""
"171.808664","42.47512","snH0pe-v1_g140m-f100lp_4446_377.spec.fits","snH0pe-v1","1","0.0784","0.0784","","-","0","G140M","F100LP","8.13","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.815006","42.476037","snH0pe-v1_g140m-f100lp_4446_3.spec.fits","snH0pe-v1","2","1.794","1.794","","-","0","G140M","F100LP","15.88","0.98","1.88","","4.1","-0.4","","","","FITS   zfit   spl","",""
"171.777582","42.477166","snH0pe-v1_g140m-f100lp_4446_407.spec.fits","snH0pe-v1","3","1.8286","1.8553","","-","0","G140M","F100LP","18.08","0.98","1.88","","2.1","1.3","","","","FITS   zfit   spl","",""
"171.771531","42.477153","snH0pe-v1_g140m-f100lp_4446_411.spec.fits","snH0pe-v1","3","1.2442","1.2442","","-","0","G140M","F100LP","4.58","0.98","1.88","","17.7","17.8","","","","FITS   zfit   spl","",""
"171.811714","42.481014","snH0pe-v1_g140m-f100lp_4446_464.spec.fits","snH0pe-v1","2","0.2565","0.2565","","-","0","G140M","F100LP","45.52","0.98","1.83","","","","","","","FITS   zfit   spl","",""
"171.807794","42.476574","snH0pe-v1_g140m-f100lp_4446_46.spec.fits","snH0pe-v1","3","2.2388","2.2388","","-","0","G140M","F100LP","6.16","0.98","1.88","","","22","","","","FITS   zfit   spl","",""
"171.767613","42.482322","snH0pe-v1_g140m-f100lp_4446_477.spec.fits","snH0pe-v1","3","1.851","1.851","","-","0","G140M","F100LP","5.93","0.98","1.88","","27.5","10.3","","","","FITS   zfit   spl","",""
"171.806916","42.482534","snH0pe-v1_g140m-f100lp_4446_481.spec.fits","snH0pe-v1","3","1.3229","1.3229","","-","0","G140M","F100LP","4.11","0.98","1.85","","11.8","12.1","","","","FITS   zfit   spl","",""
"171.826456","42.483449","snH0pe-v1_g140m-f100lp_4446_490.spec.fits","snH0pe-v1","1","0.3532","0.3532","","-","0","G140M","F100LP","1.96","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.828974","42.485179","snH0pe-v1_g140m-f100lp_4446_505.spec.fits","snH0pe-v1","3","1.2872","1.2872","","-","0","G140M","F100LP","3.34","0.98","1.88","","20.6","14.2","","","","FITS   zfit   spl","",""
"171.827875","42.485672","snH0pe-v1_g140m-f100lp_4446_511.spec.fits","snH0pe-v1","3","3.3242","3.3242","","-","0","G140M","F100LP","7.7","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.805035","42.491874","snH0pe-v1_g140m-f100lp_4446_548.spec.fits","snH0pe-v1","3","0.7412","0.8151","","-","0","G140M","F100LP","10.15","0.98","1.88","","2.6","","","","","FITS   zfit   spl","",""
"171.811389","42.471399","snH0pe-v1_g140m-f100lp_4446_56.spec.fits","snH0pe-v1","1","1.2071","1.2071","","-","0","G140M","F100LP","-1.43","0.98","1.88","","7.1","-6","","","","FITS   zfit   spl","",""
"171.754025","42.446737","snH0pe-v1_g140m-f100lp_4446_610.spec.fits","snH0pe-v1","3","1.8501","0.6618",";","-","0","G140M","F100LP","4.72","1.04","1.88","","6.4","-0.6","","","","FITS   zfit   spl","",""
"171.803577","42.477209","snH0pe-v1_g140m-f100lp_4446_66.spec.fits","snH0pe-v1","1","2.4438","2.4438","","-","0","G140M","F100LP","0.74","0.98","1.88","","","3.3","","","","FITS   zfit   spl","",""
"171.83274","42.472348","snH0pe-v1_g140m-f100lp_4446_862.spec.fits","snH0pe-v1","2","0.3569","0.3569","","-","0","G140M","F100LP","36.68","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.819477","42.473259","snH0pe-v1_g140m-f100lp_4446_898.spec.fits","snH0pe-v1","2","4.8159","4.8159","","-","0","G140M","F100LP","1.57","0.98","1.88","","","","","","","FITS   zfit   spl","",""
"171.769551","42.450175","snH0pe-v1_g235m-f170lp_4446_102.spec.fits","snH0pe-v1","1","0.1031","0.1031","","-","0","G235M","F170LP","3.83","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.75351","42.451014","snH0pe-v1_g235m-f170lp_4446_104.spec.fits","snH0pe-v1","3","3.1086","3.1086","","-","0","G235M","F170LP","4.76","1.7","3.15","","50.7","46.7","","","","FITS   zfit   spl","",""
"171.761675","42.452474","snH0pe-v1_g235m-f170lp_4446_109.spec.fits","snH0pe-v1","1","0.1708","0.1708","","-","0","G235M","F170LP","4.09","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.762877","42.485287","snH0pe-v1_g235m-f170lp_4446_1115.spec.fits","snH0pe-v1","2","2.0581","2.0581","","-","0","G235M","F170LP","3.61","1.7","3","","8.7","","","","","FITS   zfit   spl","",""
"171.760255","42.452838","snH0pe-v1_g235m-f170lp_4446_112.spec.fits","snH0pe-v1","3","0.622","0.622","","-","0","G235M","F170LP","13.98","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.769333","42.454234","snH0pe-v1_g235m-f170lp_4446_123.spec.fits","snH0pe-v1","3","1.7862","1.7862","","-","0","G235M","F170LP","7.86","1.7","3.15","","37.4","","","","","FITS   zfit   spl","",""
"171.778699","42.455562","snH0pe-v1_g235m-f170lp_4446_135.spec.fits","snH0pe-v1","1","4.8359","4.8359","","-","0","G235M","F170LP","2.33","1.7","3.15","","","2.2","","","","FITS   zfit   spl","",""
"171.78184","42.457284","snH0pe-v1_g235m-f170lp_4446_143.spec.fits","snH0pe-v1","3","1.6309","1.6309","","-","0","G235M","F170LP","5.89","1.7","3.15","","34.5","","","","","FITS   zfit   spl","",""
"171.819374","42.456546","snH0pe-v1_g235m-f170lp_4446_1477.spec.fits","snH0pe-v1","2","0.6404","0.6404","","-","0","G235M","F170LP","62.64","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.774264","42.460305","snH0pe-v1_g235m-f170lp_4446_171.spec.fits","snH0pe-v1","3","1.1773","1.1773","","-","0","G235M","F170LP","5.45","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.767161","42.462233","snH0pe-v1_g235m-f170lp_4446_193.spec.fits","snH0pe-v1","1","0.4146","0.4146","","-","0","G235M","F170LP","10.5","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.804982","42.473813","snH0pe-v1_g235m-f170lp_4446_19.spec.fits","snH0pe-v1","3","3.951","3.951","","-","0","G235M","F170LP","1.55","1.7","3.15","","","56.8","","","","FITS   zfit   spl","",""
"171.82021","42.46821","snH0pe-v1_g235m-f170lp_4446_249.spec.fits","snH0pe-v1","1","0.102","0.102","","-","0","G235M","F170LP","-0.25","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.828494","42.46946","snH0pe-v1_g235m-f170lp_4446_269.spec.fits","snH0pe-v1","1","0.3808","0.3808","","-","0","G235M","F170LP","-0.21","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.823613","42.469639","snH0pe-v1_g235m-f170lp_4446_274.spec.fits","snH0pe-v1","3","3.8412","4.1061","absorption","-","0","G235M","F170LP","26.42","1.7","3.15","","","1.2","","","","FITS   zfit   spl","",""
"171.778412","42.470244","snH0pe-v1_g235m-f170lp_4446_285.spec.fits","snH0pe-v1","3","0.4461","0.4461","","-","0","G235M","F170LP","7.99","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.813796","42.478061","snH0pe-v1_g235m-f170lp_4446_2.spec.fits","snH0pe-v1","2","2.6548","2.6548","","-","0","G235M","F170LP","60.12","1.7","3.15","","1.2","8.5","","","","FITS   zfit   spl","",""
"171.773541","42.471633","snH0pe-v1_g235m-f170lp_4446_313.spec.fits","snH0pe-v1","1","0.3991","0.3991","","-","0","G235M","F170LP","4.11","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.777881","42.472825","snH0pe-v1_g235m-f170lp_4446_331.spec.fits","snH0pe-v1","1","0.6977","0.6977","","-","0","G235M","F170LP","1.85","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.817845","42.473219","snH0pe-v1_g235m-f170lp_4446_337.spec.fits","snH0pe-v1","2","2.5633","2.5633","","-","0","G235M","F170LP","50.04","1.7","3.15","","2.7","-0.8","","","","FITS   zfit   spl","",""
"171.831085","42.473553","snH0pe-v1_g235m-f170lp_4446_342.spec.fits","snH0pe-v1","1","6.7376","6.7376","","-","0","G235M","F170LP","2.08","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.820467","42.475172","snH0pe-v1_g235m-f170lp_4446_376.spec.fits","snH0pe-v1","1","0.5171","0.5171","","-","0","G235M","F170LP","7.16","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.808664","42.47512","snH0pe-v1_g235m-f170lp_4446_377.spec.fits","snH0pe-v1","1","0.0876","0.0876","","-","0","G235M","F170LP","7.67","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.815006","42.476037","snH0pe-v1_g235m-f170lp_4446_3.spec.fits","snH0pe-v1","2","1.7364","1.7364","","-","0","G235M","F170LP","31.07","1.7","3.15","","2.8","","","","","FITS   zfit   spl","",""
"171.777582","42.477166","snH0pe-v1_g235m-f170lp_4446_407.spec.fits","snH0pe-v1","3","1.8623","1.8623","","-","0","G235M","F170LP","30.39","1.7","3.15","","9.4","","","","","FITS   zfit   spl","",""
"171.771531","42.477153","snH0pe-v1_g235m-f170lp_4446_411.spec.fits","snH0pe-v1","3","1.245","1.245","","-","0","G235M","F170LP","5.72","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.811714","42.481014","snH0pe-v1_g235m-f170lp_4446_464.spec.fits","snH0pe-v1","2","0.2471","0.2471","","-","0","G235M","F170LP","61.06","1.7","3.05","","","","","","","FITS   zfit   spl","",""
"171.807794","42.476574","snH0pe-v1_g235m-f170lp_4446_46.spec.fits","snH0pe-v1","3","2.2393","2.2387","pcygni","-","0","G235M","F170LP","17.62","1.7","3.15","","41.1","","","","","FITS   zfit   spl","",""
"171.767613","42.482322","snH0pe-v1_g235m-f170lp_4446_477.spec.fits","snH0pe-v1","3","1.851","1.851","","-","0","G235M","F170LP","12.26","1.7","3.15","","31.6","","","","","FITS   zfit   spl","",""
"171.806916","42.482534","snH0pe-v1_g235m-f170lp_4446_481.spec.fits","snH0pe-v1","1","1.3174","1.3174","","-","0","G235M","F170LP","3.85","1.7","3.09","","","","","","","FITS   zfit   spl","",""
"171.826456","42.483449","snH0pe-v1_g235m-f170lp_4446_490.spec.fits","snH0pe-v1","1","0.3275","0.3275","","-","0","G235M","F170LP","1.92","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.828974","42.485179","snH0pe-v1_g235m-f170lp_4446_505.spec.fits","snH0pe-v1","2","1.2547","1.2547","","-","0","G235M","F170LP","3.67","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.827875","42.485672","snH0pe-v1_g235m-f170lp_4446_511.spec.fits","snH0pe-v1","3","3.3228","3.3228","booming","-","0","G235M","F170LP","4.05","1.7","3.15","","73.5","72.5","","","","FITS   zfit   spl","",""
"171.805035","42.491874","snH0pe-v1_g235m-f170lp_4446_548.spec.fits","snH0pe-v1","1","0.721","0.721","","-","0","G235M","F170LP","13.41","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.811389","42.471399","snH0pe-v1_g235m-f170lp_4446_56.spec.fits","snH0pe-v1","1","1.2174","1.2174","","-","0","G235M","F170LP","0.1","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.754025","42.446737","snH0pe-v1_g235m-f170lp_4446_610.spec.fits","snH0pe-v1","3","1.8487","0.6618","; ;","-","0","G235M","F170LP","8.97","1.73","3.15","","10.3","","","","","FITS   zfit   spl","",""
"171.803577","42.477209","snH0pe-v1_g235m-f170lp_4446_66.spec.fits","snH0pe-v1","1","2.4455","2.4455","","-","0","G235M","F170LP","0.32","1.7","3.15","","3.4","-0.5","","","","FITS   zfit   spl","",""
"171.83274","42.472348","snH0pe-v1_g235m-f170lp_4446_862.spec.fits","snH0pe-v1","3","0.3477","0.3477","","-","0","G235M","F170LP","65.1","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.819477","42.473259","snH0pe-v1_g235m-f170lp_4446_898.spec.fits","snH0pe-v1","1","4.8295","4.8295","","-","0","G235M","F170LP","1.65","1.7","3.15","","","","","","","FITS   zfit   spl","",""
"171.769551","42.450175","snH0pe-v1_prism-clear_4446_102.spec.fits","snH0pe-v1","2","0.1101","0.1101","","-","0","PRISM","CLEAR","3.16","0.6","5.29","","-0.7","","","","","FITS   zfit   spl","",""
"171.75351","42.451014","snH0pe-v1_prism-clear_4446_104.spec.fits","snH0pe-v1","3","3.1082","3.1082","","-","0","PRISM","CLEAR","5.8","0.6","5.29","","23.3","19.8","","","","FITS   zfit   spl","",""
"171.761675","42.452474","snH0pe-v1_prism-clear_4446_109.spec.fits","snH0pe-v1","1","0.1789","0.1789","","-","0","PRISM","CLEAR","3.21","0.82","5.29","","","","","","","FITS   zfit   spl","",""
"171.762877","42.485287","snH0pe-v1_prism-clear_4446_1115.spec.fits","snH0pe-v1","3","2.0777","2.0777","","-","0","PRISM","CLEAR","3.78","0.6","5.29","","2.1","2.3","","","","FITS   zfit   spl","",""
"171.760255","42.452838","snH0pe-v1_prism-clear_4446_112.spec.fits","snH0pe-v1","3","0.6232","0.6232","","-","0","PRISM","CLEAR","11.55","0.94","5.29","","7.8","","","","","FITS   zfit   spl","",""
"171.769333","42.454234","snH0pe-v1_prism-clear_4446_123.spec.fits","snH0pe-v1","3","1.7873","1.7873","","-","0","PRISM","CLEAR","12.84","1.6","5.29","","13.2","","","","","FITS   zfit   spl","",""
"171.778699","42.455562","snH0pe-v1_prism-clear_4446_135.spec.fits","snH0pe-v1","1","4.8713","4.8713","","-","0","PRISM","CLEAR","1.66","2.32","5.29","","0.2","-1.1","","","","FITS   zfit   spl","",""
"171.78184","42.457284","snH0pe-v1_prism-clear_4446_143.spec.fits","snH0pe-v1","3","1.6314","1.6314","","-","0","PRISM","CLEAR","5.91","0.6","5.29","","","","","","","FITS   zfit   spl","",""
"171.819374","42.456546","snH0pe-v1_prism-clear_4446_1477.spec.fits","snH0pe-v1","2","0.6556","0.6556","","-","0","PRISM","CLEAR","39.89","2.44","5.29","","","","","","","FITS   zfit   spl","",""
"171.774264","42.460305","snH0pe-v1_prism-clear_4446_171.spec.fits","snH0pe-v1","3","1.1803","1.1803","","-","0","PRISM","CLEAR","5.24","0.6","5.29","","16","11","","","","FITS   zfit   spl","",""
"171.767161","42.462233","snH0pe-v1_prism-clear_4446_193.spec.fits","snH0pe-v1","2","0.4178","0.4178","","-","0","PRISM","CLEAR","15.49","0.6","5.29","","1.5","3.6","","","","FITS   zfit   spl","",""
"171.804982","42.473813","snH0pe-v1_prism-clear_4446_19.spec.fits","snH0pe-v1","3","3.9554","3.9554","","-","0","PRISM","CLEAR","2.2","0.6","5.29","","29.1","38.4","","","","FITS   zfit   spl","",""
"171.82021","42.46821","snH0pe-v1_prism-clear_4446_249.spec.fits","snH0pe-v1","1","0.1266","0.1266","","-","0","PRISM","CLEAR","-0.02","0.6","5.18","","1.8","","","","","FITS   zfit   spl","",""
"171.828494","42.46946","snH0pe-v1_prism-clear_4446_269.spec.fits","snH0pe-v1","1","0.3669","0.3669","","-","0","PRISM","CLEAR","0.06","0.6","5.29","","2.1","2.4","","","","FITS   zfit   spl","",""
"171.823613","42.469639","snH0pe-v1_prism-clear_4446_274.spec.fits","snH0pe-v1","3","3.9648","4.1061",";","-","0","PRISM","CLEAR","24.71","0.6","5.29","0.9","0.6","-3","","","","FITS   zfit   spl","",""
"171.778412","42.470244","snH0pe-v1_prism-clear_4446_285.spec.fits","snH0pe-v1","3","0.4377","0.4377","","-","0","PRISM","CLEAR","6.8","0.6","5.29","","7.8","7.2","","","","FITS   zfit   spl","",""
"171.813796","42.478061","snH0pe-v1_prism-clear_4446_2.spec.fits","snH0pe-v1","2","2.6149","2.6149","","-","0","PRISM","CLEAR","67.98","0.6","5.29","","-2.1","0.4","","","","FITS   zfit   spl","",""
"171.773541","42.471633","snH0pe-v1_prism-clear_4446_313.spec.fits","snH0pe-v1","1","0.3919","0.3919","","-","0","PRISM","CLEAR","3.93","0.6","5.29","","1","-1.4","","","","FITS   zfit   spl","",""
"171.777881","42.472825","snH0pe-v1_prism-clear_4446_331.spec.fits","snH0pe-v1","2","0.6739","0.6739","","-","0","PRISM","CLEAR","2.37","0.6","5.29","","1.7","3.5","","","","FITS   zfit   spl","",""
"171.817845","42.473219","snH0pe-v1_prism-clear_4446_337.spec.fits","snH0pe-v1","2","2.4906","2.4906","","-","0","PRISM","CLEAR","55.94","0.6","5.29","","0.5","-1","","","","FITS   zfit   spl","",""
"171.831085","42.473553","snH0pe-v1_prism-clear_4446_342.spec.fits","snH0pe-v1","1","6.7174","6.7174","","-","0","PRISM","CLEAR","0.6","0.6","5.29","5.9","2.4","1.6","","","","FITS   zfit   spl","",""
"171.820467","42.475172","snH0pe-v1_prism-clear_4446_376.spec.fits","snH0pe-v1","2","0.5314","0.5314","","-","0","PRISM","CLEAR","6.54","0.6","5.29","","0.4","0.3","","","","FITS   zfit   spl","",""
"171.808664","42.47512","snH0pe-v1_prism-clear_4446_377.spec.fits","snH0pe-v1","2","0.0727","0.0727","","-","0","PRISM","CLEAR","5.65","0.6","5.29","","0.7","","","","","FITS   zfit   spl","",""
"171.815006","42.476037","snH0pe-v1_prism-clear_4446_3.spec.fits","snH0pe-v1","2","1.7806","1.7806","","-","0","PRISM","CLEAR","34.97","0.6","5.29","","1.4","-3.1","","","","FITS   zfit   spl","",""
"171.777582","42.477166","snH0pe-v1_prism-clear_4446_407.spec.fits","snH0pe-v1","3","1.8696","1.8696","","-","0","PRISM","CLEAR","29.58","0.6","5.29","","2.8","-2","","","","FITS   zfit   spl","",""
"171.771531","42.477153","snH0pe-v1_prism-clear_4446_411.spec.fits","snH0pe-v1","3","1.2458","1.2458","","-","0","PRISM","CLEAR","6.29","0.6","5.29","","0.6","5.6","","","","FITS   zfit   spl","",""
"171.811714","42.481014","snH0pe-v1_prism-clear_4446_464.spec.fits","snH0pe-v1","2","0.2432","0.2432","","-","0","PRISM","CLEAR","44.59","0.6","5.29","","2","1","","","","FITS   zfit   spl","",""
