"ra","dec","file","root","grade","zfit","z","comment","References","nRef","grating","filter","sn50","wmin","wmax","Lya","Ha","OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"3.603845","-30.382235","abell2744-ddt-v1_prism-clear_2756_100001.spec.fits","abell2744-ddt-v1","3","7.8783","7.8783","","KNa23  z=7.874","1","PRISM","CLEAR","1.99","0.6","5.29","-3.2","","10.5","","","","FITS   zfit   spl","",""
"3.603377","-30.382238","abell2744-ddt-v1_prism-clear_2756_100002.spec.fits","abell2744-ddt-v1","3","7.8756","7.8756","","TMo22  z=7.877","1","PRISM","CLEAR","1.42","0.6","5.29","0.3","","4.3","","","","FITS   zfit   spl","",""
"3.581439","-30.434479","abell2744-ddt-v1_prism-clear_2756_10020.spec.fits","abell2744-ddt-v1","2","8.9225","8.9225","","-","0","PRISM","CLEAR","-0.7","0.6","5.29","3.7","","25.3","","","","FITS   zfit   spl","",""
"3.596094","-30.385806","abell2744-ddt-v1_prism-clear_2756_10025.spec.fits","abell2744-ddt-v1","3","7.8845","7.8845","","TMo22  z=7.887 ;  KEHe22  z=7.885","2","PRISM","CLEAR","2.19","0.6","5.29","-1.8","","31","","","","FITS   zfit   spl","",""
"3.604643","-30.392451","abell2744-ddt-v1_prism-clear_2756_101.spec.fits","abell2744-ddt-v1","1","0.194","0.194","","-","0","PRISM","CLEAR","1.52","0.6","5.29","","-0.4","","","","","FITS   zfit   spl","",""
"3.588837","-30.39484","abell2744-ddt-v1_prism-clear_2756_102.spec.fits","abell2744-ddt-v1","3","2.6509","2.6509","","-","0","PRISM","CLEAR","1.35","0.6","5.29","","9.9","4.1","","","","FITS   zfit   spl","",""
"3.590694","-30.395542","abell2744-ddt-v1_prism-clear_2756_110003.spec.fits","abell2744-ddt-v1","3","5.6633","5.6633","","-","0","PRISM","CLEAR","6.93","0.6","5.29","-2.2","34.9","38.3","","","","FITS   zfit   spl","",""
"3.550854","-30.405896","abell2744-ddt-v1_prism-clear_2756_150015.spec.fits","abell2744-ddt-v1","3","5.0491","5.0491","","-","0","PRISM","CLEAR","3.88","0.6","5.29","1.1","16.2","18.6","","","","FITS   zfit   spl","",""
"3.580133","-30.429067","abell2744-ddt-v1_prism-clear_2756_160024.spec.fits","abell2744-ddt-v1","1","0.4735","0.4735","","-","0","PRISM","CLEAR","1.64","0.6","5.29","","11.1","2.1","","","","FITS   zfit   spl","",""
"3.612873","-30.436393","abell2744-ddt-v1_prism-clear_2756_160118.spec.fits","abell2744-ddt-v1","3","2.9267","2.9267","","-","0","PRISM","CLEAR","5.82","0.73","5.29","","6.9","9.3","","","","FITS   zfit   spl","",""
"3.5646","-30.424971","abell2744-ddt-v1_prism-clear_2756_160123.spec.fits","abell2744-ddt-v1","1","0.2685","0.2685","","-","0","PRISM","CLEAR","2.81","0.6","5.29","","4.2","0.8","","","","FITS   zfit   spl","",""
"3.580275","-30.424404","abell2744-ddt-v1_prism-clear_2756_160133.spec.fits","abell2744-ddt-v1","3","4.0254","4.0254","","KNa23  z=4.015 ;  YIs23  z=4.015","2","PRISM","CLEAR","2.88","0.6","5.29","3.2","29.5","31","","","","FITS   zfit   spl","",""
"3.616018","-30.429917","abell2744-ddt-v1_prism-clear_2756_160149.spec.fits","abell2744-ddt-v1","3","3.7866","3.7866","","-","0","PRISM","CLEAR","6.2","0.6","5.29","","11.7","11.1","","","","FITS   zfit   spl","",""
"3.557455","-30.430211","abell2744-ddt-v1_prism-clear_2756_160150.spec.fits","abell2744-ddt-v1","1","0.7609","0.7609","","-","0","PRISM","CLEAR","4.32","0.6","5.29","","2.1","-1.8","","","","FITS   zfit   spl","",""
"3.598974","-30.431292","abell2744-ddt-v1_prism-clear_2756_160158.spec.fits","abell2744-ddt-v1","1","0.6433","0.6433","","-","0","PRISM","CLEAR","0.91","0.6","5.29","","","","","","","FITS   zfit   spl","",""
"3.622981","-30.427034","abell2744-ddt-v1_prism-clear_2756_160159.spec.fits","abell2744-ddt-v1","1","0.242","0.242","","-","0","PRISM","CLEAR","2.12","0.6","5.29","","-0.1","3.1","","","","FITS   zfit   spl","",""
"3.610858","-30.383955","abell2744-ddt-v1_prism-clear_2756_160162.spec.fits","abell2744-ddt-v1","3","2.7121","2.7121","","-","0","PRISM","CLEAR","3.11","0.6","5.29","","11.7","12.3","","","","FITS   zfit   spl","",""
"3.569444","-30.43353","abell2744-ddt-v1_prism-clear_2756_160168.spec.fits","abell2744-ddt-v1","1","1.7093","1.7093","","-","0","PRISM","CLEAR","1.48","0.6","5.29","","1.6","0.7","","","","FITS   zfit   spl","",""
"3.565696","-30.426128","abell2744-ddt-v1_prism-clear_2756_160170.spec.fits","abell2744-ddt-v1","3","4.9127","4.9127","","-","0","PRISM","CLEAR","4.52","0.6","5.29","2.4","23","24.7","","","","FITS   zfit   spl","",""
"3.565984","-30.398251","abell2744-ddt-v1_prism-clear_2756_160182.spec.fits","abell2744-ddt-v1","1","0.2394","0.2394","","-","0","PRISM","CLEAR","2.15","0.6","5.29","","2.3","5.5","","","","FITS   zfit   spl","",""
"3.613656","-30.398646","abell2744-ddt-v1_prism-clear_2756_160183.spec.fits","abell2744-ddt-v1","3","2.8617","2.8617","","-","0","PRISM","CLEAR","8.65","0.6","5.29","","9.9","4.6","","","","FITS   zfit   spl","",""
"3.556909","-30.399071","abell2744-ddt-v1_prism-clear_2756_160185.spec.fits","abell2744-ddt-v1","3","3.4705","3.4705","","-","0","PRISM","CLEAR","4.22","0.6","5.29","","25.2","33","","","","FITS   zfit   spl","",""
"3.570371","-30.400338","abell2744-ddt-v1_prism-clear_2756_160197.spec.fits","abell2744-ddt-v1","1","5.3478","5.3478","","-","0","PRISM","CLEAR","0.64","0.6","5.29","-3.1","2.6","1.9","","","","FITS   zfit   spl","",""
"3.551302","-30.41311","abell2744-ddt-v1_prism-clear_2756_160236.spec.fits","abell2744-ddt-v1","1","0.2294","0.2294","","-","0","PRISM","CLEAR","1.56","0.6","5.29","","2.7","1.1","","","","FITS   zfit   spl","",""
"3.562483","-30.406041","abell2744-ddt-v1_prism-clear_2756_160260.spec.fits","abell2744-ddt-v1","1","0.4467","0.4467","","-","0","PRISM","CLEAR","1.94","0.6","5.29","","-0.1","0.3","","","","FITS   zfit   spl","",""
"3.581043","-30.435094","abell2744-ddt-v1_prism-clear_2756_160271.spec.fits","abell2744-ddt-v1","3","4.3032","4.3032","","-","0","PRISM","CLEAR","1.46","0.6","5.29","-2.4","5.5","7.3","","","","FITS   zfit   spl","",""
"3.58387","-30.433608","abell2744-ddt-v1_prism-clear_2756_160272.spec.fits","abell2744-ddt-v1","3","2.9845","2.9845","","-","0","PRISM","CLEAR","7.99","0.6","5.29","","32.1","35.2","","","","FITS   zfit   spl","",""
"3.574543","-30.431377","abell2744-ddt-v1_prism-clear_2756_160273.spec.fits","abell2744-ddt-v1","1","2.1503","2.1503","","-","0","PRISM","CLEAR","3","0.6","5.29","","2.2","1.4","","","","FITS   zfit   spl","",""
"3.581071","-30.428296","abell2744-ddt-v1_prism-clear_2756_160275.spec.fits","abell2744-ddt-v1","3","4.5796","4.5796","","-","0","PRISM","CLEAR","1.61","0.6","5.29","1.9","19.1","28.2","","","","FITS   zfit   spl","",""
"3.576747","-30.427872","abell2744-ddt-v1_prism-clear_2756_160277.spec.fits","abell2744-ddt-v1","1","1.4464","1.4464","","-","0","PRISM","CLEAR","0.71","0.6","5.29","","1.1","1","","","","FITS   zfit   spl","",""
"3.596817","-30.427335","abell2744-ddt-v1_prism-clear_2756_160278.spec.fits","abell2744-ddt-v1","1","0.8914","0.8914","","-","0","PRISM","CLEAR","1.79","0.6","5.29","","0","2.8","","","","FITS   zfit   spl","",""
"3.590145","-30.425927","abell2744-ddt-v1_prism-clear_2756_160281.spec.fits","abell2744-ddt-v1","3","4.7185","4.7185","","-","0","PRISM","CLEAR","4.23","0.6","5.29","-0.8","","33.5","","","","FITS   zfit   spl","",""
"3.580833","-30.425264","abell2744-ddt-v1_prism-clear_2756_160284.spec.fits","abell2744-ddt-v1","3","4.7077","4.7077","","-","0","PRISM","CLEAR","9.33","0.6","5.29","-9.1","34.7","37.1","","","","FITS   zfit   spl","",""
"3.599526","-30.423598","abell2744-ddt-v1_prism-clear_2756_160289.spec.fits","abell2744-ddt-v1","1","0.194","0.194","","-","0","PRISM","CLEAR","9.4","1.22","5.29","","","","","","","FITS   zfit   spl","",""
"3.597681","-30.419382","abell2744-ddt-v1_prism-clear_2756_160294.spec.fits","abell2744-ddt-v1","1","0.4209","0.4209","","-","0","PRISM","CLEAR","0.25","0.6","5.29","","1.3","2.6","","","","FITS   zfit   spl","",""
"3.553394","-30.404261","abell2744-ddt-v1_prism-clear_2756_160298.spec.fits","abell2744-ddt-v1","1","1.6663","1.6663","","-","0","PRISM","CLEAR","3.61","0.6","5.29","","0","2.1","","","","FITS   zfit   spl","",""
"3.560448","-30.396215","abell2744-ddt-v1_prism-clear_2756_160307.spec.fits","abell2744-ddt-v1","3","2.9338","2.9338","","-","0","PRISM","CLEAR","17.9","0.6","5.29","","34.1","33.6","","","","FITS   zfit   spl","",""
"3.613799","-30.391886","abell2744-ddt-v1_prism-clear_2756_160321.spec.fits","abell2744-ddt-v1","1","0.249","0.249","","-","0","PRISM","CLEAR","1.81","0.6","5.29","","1.6","1","","","","FITS   zfit   spl","",""
"3.557596","-30.394936","abell2744-ddt-v1_prism-clear_2756_160325.spec.fits","abell2744-ddt-v1","1","0.6433","0.6433","","-","0","PRISM","CLEAR","0.53","0.6","5.29","","5","1.7","","","","FITS   zfit   spl","",""
"3.564219","-30.391275","abell2744-ddt-v1_prism-clear_2756_160326.spec.fits","abell2744-ddt-v1","1","3.05","3.05","","-","0","PRISM","CLEAR","0.86","0.6","5.29","","2.4","1.8","","","","FITS   zfit   spl","",""
"3.552931","-30.403887","abell2744-ddt-v1_prism-clear_2756_160345.spec.fits","abell2744-ddt-v1","3","5.0167","5.0167","","-","0","PRISM","CLEAR","0.59","0.6","5.29","-0.3","10.2","11.3","","","","FITS   zfit   spl","",""
"3.561574","-30.40135","abell2744-ddt-v1_prism-clear_2756_160355.spec.fits","abell2744-ddt-v1","1","0.2601","0.2601","","-","0","PRISM","CLEAR","1.25","0.6","5.29","","5","1.9","","","","FITS   zfit   spl","",""
"3.598521","-30.401776","abell2744-ddt-v1_prism-clear_2756_20015.spec.fits","abell2744-ddt-v1","3","2.022","2.022","","-","0","PRISM","CLEAR","10.17","0.6","5.29","","42","44.7","","","","FITS   zfit   spl","",""
"3.576741","-30.393606","abell2744-ddt-v1_prism-clear_2756_20021.spec.fits","abell2744-ddt-v1","1","0.2632","0.2632","","-","0","PRISM","CLEAR","1.43","0.6","5.27","","0.8","2.4","","","","FITS   zfit   spl","",""
"3.586965","-30.386999","abell2744-ddt-v1_prism-clear_2756_20025.spec.fits","abell2744-ddt-v1","3","1.86","1.86","","-","0","PRISM","CLEAR","8.03","0.6","5.29","","17.5","27.1","","","","FITS   zfit   spl","",""
"3.595014","-30.400724","abell2744-ddt-v1_prism-clear_2756_202.spec.fits","abell2744-ddt-v1","3","9.7942","9.7942","","-","0","PRISM","CLEAR","1.45","0.6","5.29","-1.6","","","","","","FITS   zfit   spl","",""
"3.577521","-30.408666","abell2744-ddt-v1_prism-clear_2756_203.spec.fits","abell2744-ddt-v1","0","0.194","0.194","","-","0","PRISM","CLEAR","1.54","0.6","5.29","","6.9","","","","","FITS   zfit   spl","",""
"3.608701","-30.386227","abell2744-ddt-v1_prism-clear_2756_30001.spec.fits","abell2744-ddt-v1","3","1.4564","1.4564","","-","0","PRISM","CLEAR","1.03","0.6","5.29","","11.9","17","","","","FITS   zfit   spl","",""
"3.589376","-30.393858","abell2744-ddt-v1_prism-clear_2756_301.spec.fits","abell2744-ddt-v1","3","3.9869","3.9869","","-","0","PRISM","CLEAR","8.35","0.6","5.29","4","46.9","54.6","","","","FITS   zfit   spl","",""
"3.576632","-30.401818","abell2744-ddt-v1_prism-clear_2756_307.spec.fits","abell2744-ddt-v1","0","4.0228","4.0228","","-","0","PRISM","CLEAR","2.3","0.6","5.29","10.5","9.2","-8.3","","","","FITS   zfit   spl","",""
"3.561774","-30.431806","abell2744-ddt-v1_prism-clear_2756_320021.spec.fits","abell2744-ddt-v1","2","0.2808","0.2808","","-","0","PRISM","CLEAR","128.39","0.6","5.29","","-1.4","0.8","","","","FITS   zfit   spl","",""
"3.610363","-30.414991","abell2744-ddt-v1_prism-clear_2756_320023.spec.fits","abell2744-ddt-v1","2","9.4438","9.4438","","-","0","PRISM","CLEAR","9.78","0.6","5.29","-10.9","","-1.3","","","","FITS   zfit   spl","",""
"3.598399","-30.427276","abell2744-ddt-v1_prism-clear_2756_320028.spec.fits","abell2744-ddt-v1","3","0.7779","0.7779","","-","0","PRISM","CLEAR","39.16","2.64","5.29","","","","","","","FITS   zfit   spl","",""
"3.557964","-30.426137","abell2744-ddt-v1_prism-clear_2756_320029.spec.fits","abell2744-ddt-v1","1","0.194","0.194","","-","0","PRISM","CLEAR","49.16","0.6","5.29","","1.9","","","","","FITS   zfit   spl","",""
"3.616975","-30.419344","abell2744-ddt-v1_prism-clear_2756_320035.spec.fits","abell2744-ddt-v1","1","0.194","0.194","","-","0","PRISM","CLEAR","163.26","0.6","5.29","","1.2","","","","","FITS   zfit   spl","",""
"3.607745","-30.380196","abell2744-ddt-v1_prism-clear_2756_390022.spec.fits","abell2744-ddt-v1","1","1.6488","1.6488","","-","0","PRISM","CLEAR","0.38","0.6","5.29","","1.3","0.7","","","","FITS   zfit   spl","",""
"3.553295","-30.409976","abell2744-ddt-v1_prism-clear_2756_40003.spec.fits","abell2744-ddt-v1","3","3.0613","3.0613","","-","0","PRISM","CLEAR","5.22","0.6","5.29","","11.7","13.1","","","","FITS   zfit   spl","",""
"3.567833","-30.403628","abell2744-ddt-v1_prism-clear_2756_40020.spec.fits","abell2744-ddt-v1","3","4.7277","4.7277","","-","0","PRISM","CLEAR","3.12","0.6","5.29","-1.7","16.6","18.8","","","","FITS   zfit   spl","",""
"3.572894","-30.40419","abell2744-ddt-v1_prism-clear_2756_40021.spec.fits","abell2744-ddt-v1","1","3.2644","3.2644","","-","0","PRISM","CLEAR","3.17","0.6","5.29","","1.9","0","","","","FITS   zfit   spl","",""
"3.571459","-30.401546","abell2744-ddt-v1_prism-clear_2756_40033.spec.fits","abell2744-ddt-v1","1","0.504","0.504","","-","0","PRISM","CLEAR","4.2","0.6","5.29","","-1.5","2.2","","","","FITS   zfit   spl","",""
"3.552053","-30.406542","abell2744-ddt-v1_prism-clear_2756_40036.spec.fits","abell2744-ddt-v1","3","3.0609","3.0609","red","-","0","PRISM","CLEAR","7.58","0.6","5.29","","17.3","7.9","","","","FITS   zfit   spl","",""
"3.616499","-30.425392","abell2744-ddt-v1_prism-clear_2756_40048.spec.fits","abell2744-ddt-v1","3","3.3554","3.3554","","-","0","PRISM","CLEAR","2.49","0.6","5.29","","18.4","19.8","","","","FITS   zfit   spl","",""
"3.579843","-30.426287","abell2744-ddt-v1_prism-clear_2756_40050.spec.fits","abell2744-ddt-v1","3","3.0059","3.0059","","-","0","PRISM","CLEAR","4.63","0.6","5.29","","7.5","5.6","","","","FITS   zfit   spl","",""
"3.61687","-30.422876","abell2744-ddt-v1_prism-clear_2756_40056.spec.fits","abell2744-ddt-v1","3","4.0214","4.0214","","-","0","PRISM","CLEAR","3.53","0.6","5.29","-0.3","8.3","8.8","","","","FITS   zfit   spl","",""
"3.618429","-30.428612","abell2744-ddt-v1_prism-clear_2756_40059.spec.fits","abell2744-ddt-v1","3","2.9893","2.9893","","-","0","PRISM","CLEAR","6.57","0.6","5.29","","13.6","7.1","","","","FITS   zfit   spl","",""
"3.617936","-30.428636","abell2744-ddt-v1_prism-clear_2756_40060.spec.fits","abell2744-ddt-v1","3","2.9881","2.9881","","-","0","PRISM","CLEAR","13.47","0.6","5.29","","36.7","23.6","","","","FITS   zfit   spl","",""
"3.585611","-30.430035","abell2744-ddt-v1_prism-clear_2756_40062.spec.fits","abell2744-ddt-v1","1","0.194","0.194","","-","0","PRISM","CLEAR","3.22","0.6","5.29","","-2.6","","","","","FITS   zfit   spl","",""
"3.571892","-30.431358","abell2744-ddt-v1_prism-clear_2756_40065.spec.fits","abell2744-ddt-v1","3","2.6525","2.6525","","-","0","PRISM","CLEAR","8.73","0.6","5.29","","26.5","28.8","","","","FITS   zfit   spl","",""
"3.599716","-30.431895","abell2744-ddt-v1_prism-clear_2756_40066.spec.fits","abell2744-ddt-v1","3","4.0249","4.0249","","KNa23  z=4.020","1","PRISM","CLEAR","8.6","0.6","5.29","0","45.4","","","","","FITS   zfit   spl","",""
"3.611595","-30.43223","abell2744-ddt-v1_prism-clear_2756_40067.spec.fits","abell2744-ddt-v1","3","2.8497","2.8497","","-","0","PRISM","CLEAR","3.35","0.6","5.29","","10.1","13.1","","","","FITS   zfit   spl","",""
"3.554333","-30.413065","abell2744-ddt-v1_prism-clear_2756_40074.spec.fits","abell2744-ddt-v1","2","0.204","0.204","","-","0","PRISM","CLEAR","7.31","0.6","5.29","","-0.1","","","","","FITS   zfit   spl","",""
"3.613327","-30.415427","abell2744-ddt-v1_prism-clear_2756_40087.spec.fits","abell2744-ddt-v1","3","2.6122","2.6122","","-","0","PRISM","CLEAR","13.06","0.6","5.29","","33.2","37.8","","","","FITS   zfit   spl","",""
"3.596439","-30.416877","abell2744-ddt-v1_prism-clear_2756_40090.spec.fits","abell2744-ddt-v1","1","0.7243","0.7243","","-","0","PRISM","CLEAR","0.34","1.39","5.29","","","","","","","FITS   zfit   spl","",""
"3.619087","-30.418048","abell2744-ddt-v1_prism-clear_2756_40092.spec.fits","abell2744-ddt-v1","3","3.0556","3.0556","","-","0","PRISM","CLEAR","9.3","0.6","5.29","","33.9","29","","","","FITS   zfit   spl","",""
"3.604914","-30.418699","abell2744-ddt-v1_prism-clear_2756_40094.spec.fits","abell2744-ddt-v1","3","2.6723","2.6723","","-","0","PRISM","CLEAR","4.56","0.78","5.29","","20.2","19.6","","","","FITS   zfit   spl","",""
"3.567331","-30.394387","abell2744-ddt-v1_prism-clear_2756_40173.spec.fits","abell2744-ddt-v1","0","0.194","0.194","","-","0","PRISM","CLEAR","3.2","0.6","5.29","","-0.2","","","","","FITS   zfit   spl","",""
"3.597625","-30.383918","abell2744-ddt-v1_prism-clear_2756_40178.spec.fits","abell2744-ddt-v1","1","0.2407","0.2407","","-","0","PRISM","CLEAR","1.16","0.6","5.29","","1.8","-0.8","","","","FITS   zfit   spl","",""
"3.60936","-30.38865","abell2744-ddt-v1_prism-clear_2756_40190.spec.fits","abell2744-ddt-v1","1","4.9477","4.9477","","-","0","PRISM","CLEAR","0.21","0.6","5.29","2.7","0.8","4.9","","","","FITS   zfit   spl","",""
"3.558029","-30.389616","abell2744-ddt-v1_prism-clear_2756_40196.spec.fits","abell2744-ddt-v1","3","4.7627","4.7627","","-","0","PRISM","CLEAR","3.79","0.6","5.29","-3.9","39.4","48.3","","","","FITS   zfit   spl","",""
"3.573757","-30.389859","abell2744-ddt-v1_prism-clear_2756_40199.spec.fits","abell2744-ddt-v1","2","6.0344","6.0344","","-","0","PRISM","CLEAR","0.9","0.6","5.29","-1","0","25","","","","FITS   zfit   spl","",""
"3.616541","-30.424521","abell2744-ddt-v1_prism-clear_2756_40202.spec.fits","abell2744-ddt-v1","3","3.7342","3.7342","","-","0","PRISM","CLEAR","14.96","0.6","5.29","","39.8","41","","","","FITS   zfit   spl","",""
"3.592863","-30.396336","abell2744-ddt-v1_prism-clear_2756_410044.spec.fits","abell2744-ddt-v1","2","0.1972","0.1972","","-","0","PRISM","CLEAR","63.85","0.6","5.29","","1.1","","","","","FITS   zfit   spl","",""
"3.592619","-30.397096","abell2744-ddt-v1_prism-clear_2756_410045.spec.fits","abell2744-ddt-v1","3","0.5952","0.5952","","-","0","PRISM","CLEAR","17.56","0.6","5.29","","3","-2","","","","FITS   zfit   spl","",""
"3.571049","-30.388132","abell2744-ddt-v1_prism-clear_2756_410067.spec.fits","abell2744-ddt-v1","0","6.4537","6.4537","","-","0","PRISM","CLEAR","14.07","0.6","5.29","12.3","-17.5","-2.1","","","","FITS   zfit   spl","",""
"3.591134","-30.385514","abell2744-ddt-v1_prism-clear_2756_410069.spec.fits","abell2744-ddt-v1","1","1.35","1.35","","-","0","PRISM","CLEAR","4.81","0.6","5.29","","0.8","3.4","","","","FITS   zfit   spl","",""
"3.584874","-30.391701","abell2744-ddt-v1_prism-clear_2756_500001.spec.fits","abell2744-ddt-v1","2","1.2323","1.2323","","-","0","PRISM","CLEAR","0.83","2.18","5.29","","","","","","","FITS   zfit   spl","",""
"3.591399","-30.401982","abell2744-ddt-v1_prism-clear_2756_500003.spec.fits","abell2744-ddt-v1","1","9.3513","9.3513","","-","0","PRISM","CLEAR","-0.39","0.6","5.29","8.3","","2","","","","FITS   zfit   spl","",""
"3.585816","-30.405556","abell2744-ddt-v1_prism-clear_2756_500010.spec.fits","abell2744-ddt-v1","1","2.4522","2.4522","","-","0","PRISM","CLEAR","0.46","0.6","5.29","","","1.1","","","","FITS   zfit   spl","",""
"3.570056","-30.403693","abell2744-ddt-v1_prism-clear_2756_50017.spec.fits","abell2744-ddt-v1","3","5.5424","5.5424","","-","0","PRISM","CLEAR","3.91","0.6","5.29","-1.3","7.9","10.5","","","","FITS   zfit   spl","",""
"3.606116","-30.402208","abell2744-ddt-v1_prism-clear_2756_50034.spec.fits","abell2744-ddt-v1","1","0.2592","0.2592","","-","0","PRISM","CLEAR","0.54","0.6","5.29","","3","2.3","","","","FITS   zfit   spl","",""
"3.598959","-30.422649","abell2744-ddt-v1_prism-clear_2756_50036.spec.fits","abell2744-ddt-v1","2","1.1037","1.1037","","-","0","PRISM","CLEAR","1.43","0.6","5.29","","0.4","-1.1","","","","FITS   zfit   spl","",""
"3.605435","-30.396596","abell2744-ddt-v1_prism-clear_2756_70002.spec.fits","abell2744-ddt-v1","3","5.7762","5.7762","","-","0","PRISM","CLEAR","0.7","0.6","5.29","2.1","12.6","17","","","","FITS   zfit   spl","",""
"3.595688","-30.38677","abell2744-ddt-v1_prism-clear_2756_70023.spec.fits","abell2744-ddt-v1","1","1.1863","1.1863","","-","0","PRISM","CLEAR","2.3","0.6","5.29","","0.4","-0.3","","","","FITS   zfit   spl","",""
"3.566861","-30.408027","abell2744-ddt-v1_prism-clear_2756_80007.spec.fits","abell2744-ddt-v1","1","3.544","3.544","","-","0","PRISM","CLEAR","2.31","0.6","5.29","","1.8","0.5","","","","FITS   zfit   spl","",""
"3.601358","-30.388689","abell2744-ddt-v1_prism-clear_2756_80012.spec.fits","abell2744-ddt-v1","2","7.9085","7.9085","","-","0","PRISM","CLEAR","0.26","0.6","5.29","-2.7","","14.3","","","","FITS   zfit   spl","",""
"3.568533","-30.39925","abell2744-ddt-v1_prism-clear_2756_80051.spec.fits","abell2744-ddt-v1","1","0.2437","0.2437","","-","0","PRISM","CLEAR","3.88","0.6","5.29","","1","1","","","","FITS   zfit   spl","",""
"3.567546","-30.406228","abell2744-ddt-v1_prism-clear_2756_80075.spec.fits","abell2744-ddt-v1","3","4.6289","4.6289",";","-","0","PRISM","CLEAR","-0.41","0.6","5.29","5.2","21.7","18.5","","","","FITS   zfit   spl","",""
"3.602504","-30.390868","abell2744-ddt-v1_prism-clear_2756_80095.spec.fits","abell2744-ddt-v1","3","3.6534","3.6534","","-","0","PRISM","CLEAR","0.34","0.6","5.29","","11.5","8.2","","","","FITS   zfit   spl","",""
"3.600328","-30.386748","abell2744-ddt-v1_prism-clear_2756_80142.spec.fits","abell2744-ddt-v1","1","3.2275","3.2275","","-","0","PRISM","CLEAR","0.64","0.6","5.29","","4.8","3.3","","","","FITS   zfit   spl","",""
"3.602269","-30.389303","abell2744-ddt-v1_prism-clear_2756_90005.spec.fits","abell2744-ddt-v1","3","2.4771","2.4771","","-","0","PRISM","CLEAR","15.62","0.6","5.29","","42.1","50.3","","","","FITS   zfit   spl","",""
"3.60711","-30.395621","abell2744-ddt-v1_prism-clear_2756_90012.spec.fits","abell2744-ddt-v1","3","2.9997","2.9997","","-","0","PRISM","CLEAR","12.88","0.6","5.29","","45.4","53.8","","","","FITS   zfit   spl","",""
"3.569032","-30.406923","abell2744-ddt-v1_prism-clear_2756_90026.spec.fits","abell2744-ddt-v1","3","1.4579","1.4579","","-","0","PRISM","CLEAR","23.21","0.6","5.29","","11.5","4.4","","","","FITS   zfit   spl","",""
"3.590617","-30.389859","abell2744-ddt-v1_prism-clear_2756_90031.spec.fits","abell2744-ddt-v1","3","1.1613","1.1613","","-","0","PRISM","CLEAR","5.66","0.6","5.29","","7.2","6.9","","","","FITS   zfit   spl","",""
"3.57791","-30.400985","abell2744-ddt-v1_prism-clear_2756_90078.spec.fits","abell2744-ddt-v1","0","4.5823","4.5823","","-","0","PRISM","CLEAR","11.7","0.6","5.29","3.2","-43.8","6.1","","","","FITS   zfit   spl","",""
"3.570532","-30.405114","abell2744-ddt-v1_prism-clear_2756_m10.spec.fits","abell2744-ddt-v1","0","0.194","0.194","","-","0","PRISM","CLEAR","1.73","0.6","5.29","","-1.1","","","","","FITS   zfit   spl","",""
"3.604588","-30.391862","abell2744-ddt-v1_prism-clear_2756_m1.spec.fits","abell2744-ddt-v1","1","5.1756","5.1756","","-","0","PRISM","CLEAR","-0.35","0.6","5.29","0","3.7","1.5","","","","FITS   zfit   spl","",""
"3.600117","-30.415971","abell2744-ddt-v1_prism-clear_2756_m2.spec.fits","abell2744-ddt-v1","1","2.8252","2.8252","","-","0","PRISM","CLEAR","0.12","2.56","5.29","","","","","","","FITS   zfit   spl","",""
"3.573879","-30.390846","abell2744-ddt-v1_prism-clear_2756_m3.spec.fits","abell2744-ddt-v1","1","5.1093","5.1093","","-","0","PRISM","CLEAR","0.11","0.6","5.29","1.7","2.7","1.3","","","","FITS   zfit   spl","",""
"3.606537","-30.381004","abell2744-ddt-v1_prism-clear_2756_m5.spec.fits","abell2744-ddt-v1","1","6.093","6.093","","-","0","PRISM","CLEAR","-0.36","0.6","5.29","-1.5","1.7","2.9","","","","FITS   zfit   spl","",""
"3.608851","-30.40125","abell2744-ddt-v1_prism-clear_2756_m6.spec.fits","abell2744-ddt-v1","1","0.194","0.194","","-","0","PRISM","CLEAR","1.18","0.6","5.29","","1.9","","","","","FITS   zfit   spl","",""
"3.580629","-30.385771","abell2744-ddt-v1_prism-clear_2756_m9.spec.fits","abell2744-ddt-v1","0","0.194","0.194","","-","0","PRISM","CLEAR","37.44","0.6","5.29","","","","","","","FITS   zfit   spl","",""
"3.603845","-30.382235","abell2744-glass-v1_g140h-f100lp_1324_100001.spec.fits","abell2744-glass-v1","1","3.0631","3.0631","","KNa23  z=7.874","1","G140H","F100LP","1.4","0.98","1.62","","","","","","","FITS   zfit   spl","",""
"3.604509","-30.380444","abell2744-glass-v1_g140h-f100lp_1324_100003.spec.fits","abell2744-glass-v1","1","0.7324","0.7324","","TMo22  z=7.880 ;  GRBo22  z=8.040 ;  KNa23  z=7.877","3","G140H","F100LP","0.62","0.98","1.62","","13.5","","","","","FITS   zfit   spl","",""
"3.606458","-30.380994","abell2744-glass-v1_g140h-f100lp_1324_100005.spec.fits","abell2744-glass-v1","1","1.2375","1.2375","","KNa23  z=7.879 ;  TMo22  z=7.882","2","G140H","F100LP","1.02","0.98","1.6","","-0.7","6.8","","","","FITS   zfit   spl","",""
"3.601339","-30.379225","abell2744-glass-v1_g140h-f100lp_1324_10000.spec.fits","abell2744-glass-v1","2","3.1331","3.1331","contaminant, lines dont line up","KNa23  z=7.881","1","G140H","F100LP","1.53","0.98","1.64","","","","","","","FITS   zfit   spl","",""
