# %ECSV 1.0
# ---
# datatype:
# - {name: wav, unit: Angstrom, datatype: float64}
# - {name: flux_nu, unit: erg / (cm2 Hz s), datatype: float64}
# meta: {C/O: '1.00', Kzz: '1.0000E+05', Teff: '950.', Y: '0.28', '[Fe/H]': '0.00', f_hole: '1.00', f_rain: '0.00', grav: '316.'}
# schema: astropy-2.0
wav flux_nu
4000.0559999999996 nan
4050.0559999999996 2.414705521631868e-13
4100.056 1.4343174024199391e-11
4150.056 4.777020321400258e-11
4200.056 4.1039376522277124e-11
4250.056 8.82562172960031e-11
4300.056 1.1842937998000808e-10
4350.056 1.327090080170039e-10
4400.056 1.6339582741700362e-10
4450.056 1.906607312610017e-10
4500.056 1.8820033480200742e-10
4550.056 2.083055552155113e-10
4600.056 1.8628220564299882e-10
4650.056 1.5532464653799377e-10
4700.056 1.2800583083700011e-10
4750.056 5.987335444699963e-11
4800.056 1.6501390911199812e-11
4850.056 4.3751961552999485e-12
4900.056 1.787593344099986e-12
4950.056 7.954941028999929e-13
5000.056 2.7273652332999663e-13
5050.056 1.0032044101699953e-13
5100.056 7.8059358207e-14
5150.056 6.667202804900006e-14
5200.056 5.732943502399995e-14
5250.056 4.852999906899991e-14
5300.056 4.160996212699993e-14
5350.056 3.686499394999996e-14
5400.056 3.3623468222999965e-14
5450.056 3.148391489700002e-14
5500.056 3.016353249800006e-14
5550.056 2.947582303300001e-14
5600.056 2.9102084580999995e-14
5650.056 2.870989865299998e-14
5700.056 2.787073030799999e-14
5750.056 2.6253157853999976e-14
5800.056 2.3176153932999942e-14
5850.056 1.670390882869981e-14
5900.056 5.658874090118356e-15
5950.056 3.2108421523000576e-14
6000.056 6.506404273300013e-14
6050.056 1.1517874239800129e-13
6100.056 1.926970195900017e-13
6150.056 3.182098585800024e-13
6200.056 5.287008408200037e-13
6250.056 8.797509651900057e-13
6300.056 1.4768159729000106e-12
6350.056 2.4645678031000203e-12
6400.056 4.0569047113000345e-12
6450.056 6.468069487199986e-12
6500.056 1.023785552030003e-11
6550.056 1.5906317534000067e-11
6600.056 2.4272426192000338e-11
6650.056 3.624413863800025e-11
6700.056 4.4621819606830334e-11
