# %ECSV 1.0
# ---
# datatype:
# - {name: wav, unit: Angstrom, datatype: float64}
# - {name: flux_nu, unit: erg / (cm2 Hz s), datatype: float64}
# schema: astropy-2.0
wav flux_nu
10000.300009000362 nan
10050.300009000362 3.0809534449869743e-07
10100.300009000362 3.621202714239363e-07
10150.300009000362 3.59403817808526e-07
10200.300009000362 3.942714188491607e-07
10250.300009000362 4.230402166122059e-07
10300.300009000362 4.250895915374409e-07
10350.300009000362 4.929726428537923e-07
10400.300009000362 5.370583604615985e-07
10450.300009000362 5.557876012654408e-07
10500.300009000362 5.462483644534005e-07
10550.300009000362 5.532214710574773e-07
10600.300009000362 5.801251839906763e-07
10650.300009000362 6.197354817832928e-07
10700.300009000362 6.567345363356537e-07
10750.300009000362 6.968863947686079e-07
10800.300009000362 7.280978724306155e-07
10850.300009000362 7.799128047137611e-07
10900.300009000362 7.058500401473932e-07
10950.300009000362 5.356844102617259e-07
11000.300009000362 4.482164967176859e-07
11050.300009000362 3.6082851161878905e-07
11100.300009000362 3.0780480458266936e-07
11150.300009000362 2.51217948885926e-07
11200.300009000362 2.586502836309847e-07
11250.300009000362 3.1730966150191733e-07
11300.300009000362 3.073275636942465e-07
11350.300009000362 1.8128645605019301e-07
11400.300009000362 3.250472308662865e-07
11450.300009000362 2.6010116249263324e-07
11500.300009000362 3.0513623012863453e-07
11550.300009000362 2.2528881551453002e-07
11600.300009000362 2.3612933538988573e-07
11650.300009000362 2.807284288921591e-07
11700.300009000362 2.9174960398750774e-07
11750.300009000362 2.3084559534131046e-07
11800.300009000362 3.349295936010806e-07
11850.300009000362 4.1915749466643284e-07
11900.300009000362 4.564991497647256e-07
11950.300009000362 5.369387135989455e-07
12000.300009000362 5.631970253434126e-07
12050.300009000362 6.740156399862491e-07
12100.300009000362 7.310201429852584e-07
12150.300009000362 8.313847166622695e-07
12200.300009000362 8.922429604504912e-07
12250.300009000362 9.908864723773066e-07
12300.300009000362 1.0675074745466092e-06
12350.300009000362 1.0794618354549399e-06
12400.300009000362 1.0906268729954793e-06
12450.300009000362 1.1818293886668647e-06
12500.300009000362 1.2321373495272923e-06
12550.300009000362 1.2998859709295324e-06
12600.300009000362 1.323807271091536e-06
12650.300009000362 1.3096379137839899e-06
12700.300009000362 1.3713477747487013e-06
12750.300009000362 1.3064489030931174e-06
12800.300009000362 1.3377590850371778e-06
12850.300009000362 1.2205658675161732e-06
12900.300009000362 1.1259680113840723e-06
12950.300009000362 1.1402496486588606e-06
13000.300009000362 1.1566642398478049e-06
13050.300009000362 1.1248040156626693e-06
13100.300009000362 1.0746477209846073e-06
13150.300009000362 9.646544871875983e-07
13200.300009000362 8.891244775986011e-07
13250.300009000362 6.989465724443651e-07
13300.300009000362 4.089543861596598e-07
13350.300009000362 1.3702549460302593e-07
13400.300009000362 7.384099982227705e-08
13450.300009000362 4.7907959646846357e-08
13500.300009000362 3.0374815261985996e-08
13550.300009000362 2.4812230953012503e-08
13600.300009000362 1.8229766109594496e-08
13650.300009000362 3.986095474397845e-08
13700.300009000362 3.19973803098905e-08
13750.300009000362 3.713576866187456e-08
13800.300009000362 4.843844879973532e-08
13850.300009000362 3.702800860094174e-08
13900.300009000362 3.675691764371629e-08
13950.300009000362 3.4619882331682714e-08
