# %ECSV 1.0
# ---
# datatype:
# - {name: wav, unit: Angstrom, datatype: float64}
# - {name: flux_nu, unit: erg / (cm2 Hz s), datatype: float64}
# meta: {C/O: '0.50', Kzz: '1.0000E+05', Teff: '800.', Y: '0.28', '[Fe/H]': '0.00', f_hole: '1.00', f_rain: '0.00', grav: '1000.'}
# schema: astropy-2.0
wav flux_nu
4000.0559999999996 nan
4050.0559999999996 9.029283585065307e-15
4100.056 2.097042627998042e-12
4150.056 1.5974974962200215e-11
4200.056 1.4162600954986e-11
4250.056 6.04418708080005e-11
4300.056 9.790278047600171e-11
4350.056 1.2468945445000033e-10
4400.056 1.6042235180500066e-10
4450.056 2.0631762937000227e-10
4500.056 2.2291419334000204e-10
4550.056 2.21735547247998e-10
4600.056 9.568800216999962e-11
4650.056 5.710320023599991e-11
4700.056 2.7102553937999734e-11
4750.056 6.550744800899896e-12
4800.056 1.190651820599982e-12
4850.056 2.587633795199967e-13
4900.056 1.0040886582699924e-13
4950.056 4.886313722999964e-14
5000.056 2.1728708152999804e-14
5050.056 1.162851456799998e-14
5100.056 1.0712192883000015e-14
5150.056 1.0604500446000004e-14
5200.056 1.0613181287999993e-14
5250.056 1.0710082567999995e-14
5300.056 1.0938198333999993e-14
5350.056 1.1370825780000009e-14
5400.056 1.2030449178000004e-14
5450.056 1.2736573983e-14
5500.056 1.3474051292000017e-14
5550.056 1.4197220110000012e-14
5600.056 1.486641625799999e-14
5650.056 1.5362365224000005e-14
5700.056 1.5557773524000003e-14
5750.056 1.4941851892999984e-14
5800.056 1.3278471745999974e-14
5850.056 9.467209226499903e-15
5900.056 3.334953072199491e-15
5950.056 1.8683819208000276e-14
6000.056 3.830373727800018e-14
6050.056 6.640667025300064e-14
6100.056 1.0607694365900063e-13
6150.056 1.6168801765000093e-13
6200.056 2.407932740200012e-13
6250.056 3.538007405800016e-13
6300.056 5.146874572300025e-13
6350.056 7.440369347000039e-13
6400.056 1.0707908218000062e-12
6450.056 1.5106083675000017e-12
6500.056 2.1557266612000104e-12
6550.056 3.0714028166000047e-12
6600.056 4.354774395000046e-12
6650.056 6.1352305174000356e-12
6700.056 7.975370144700075e-12
6750.056 1.1398219055900048e-11
6800.056 1.431909579300005e-11
6850.056 1.562827271e-11
6900.056 1.4155915167000022e-11
6950.056 1.2114823179399963e-11
7000.056 1.1833333980100013e-11
7050.056 1.2616630546499951e-11
7100.056 1.3659399909999978e-11
7150.056 1.3713751194099865e-11
7200.056 1.3326354765700098e-11
7250.056 1.3004796414699649e-11
7300.056 1.2165374388700306e-11
7350.056 1.1709640448299921e-11
7400.056 1.1295477856500159e-11
7450.056 1.0977738455800175e-11
7500.056 1.0512735158999982e-11
7550.056 9.80081991119998e-12
7600.056 8.859318944099966e-12
7650.056 3.359576842754883e-12
7700.056 2.6977166654840957e-12
7750.056 9.153091028600121e-12
7800.056 1.3648144801520078e-11
7850.056 2.1370955871000097e-11
7900.056 2.9427389525000026e-11
7950.056 3.448839636340026e-11
8000.056 5.39149622510004e-11
8050.056 7.210158634800061e-11
8100.056 9.077452892099923e-11
8150.056 1.149354726800004e-10
8200.056 1.5951602530600413e-10
8250.056 2.0219584880700083e-10
8300.056 2.6183038049401206e-10
8350.056 3.335993792409979e-10
8400.056 4.232006583399978e-10
8450.056 5.413678627800005e-10
8500.056 6.19832254836982e-10
8550.056 8.204725251100225e-10
8600.056 1.0501159355500094e-09
8650.056 1.290649812800012e-09
8700.056 1.5642123004000149e-09
8750.056 1.8901941470000146e-09
8800.056 2.255478459500019e-09
8850.056 2.62409874940001e-09
8900.056 2.7051204138999467e-09
8950.056 2.484525736419924e-09
9000.056 3.345541946499866e-09
9050.056 4.588187798040075e-09
9100.056 5.198680697350117e-09
9150.056 5.708189536650153e-09
9200.056 6.721489709799837e-09
9250.056 6.7968799788397035e-09
9300.056 2.7807757327752197e-09
9350.056 3.8543144964058865e-09
9400.056 6.837028898804875e-09
9450.056 6.9551238015011656e-09
9500.056 6.83233901232229e-09
9550.056 7.563472814141195e-09
9600.056 8.106213829145749e-09
9650.056 1.0070057602702787e-08
9700.056 1.3956233906379034e-08
9750.056 1.5286675882108504e-08
9800.056 1.7919520870499244e-08
9850.056 2.109014078269971e-08
9900.056 2.5863740759700375e-08
9950.056 2.9244045903000363e-08
10000.056 2.7300268340799867e-08
10050.056 3.7587599408000173e-08
10100.056 4.230152104200025e-08
