       5.5000000       26.372975
       15.500000   1.6230352e+10
       25.500000   7.0657594e+13
       35.500000   1.9974370e+13
       45.500000   1.6817006e+11
       55.500000   4.3887220e+11
       65.500000   9.1557530e+10
       75.500000   2.2416987e+10
       85.500000   2.5054056e+11
       95.500000   7.8370200e+12
       105.50000   2.1888228e+15
       115.50000   1.1405131e+15
       125.50000   1.8800556e+16
       135.50000   5.5791272e+16
       145.50000   7.0613665e+16
       155.50000   4.5442764e+16
       165.50000   1.0189666e+17
       175.50000   4.2715787e+16
       185.50000   5.2637996e+16
       195.50000   9.5033032e+16
       205.50000   1.1037327e+17
       215.50000   1.0919348e+17
       225.50000   8.7111652e+17
       235.50000   1.1847760e+18
       245.50000   5.9284110e+18
       255.50000   9.0544648e+18
       265.50000   9.2797849e+18
       275.50000   1.0718428e+19
       285.50000   1.0080646e+19
       295.50000   8.6432640e+18
       305.50000   1.6875894e+19
       315.50000   1.1610782e+19
       325.50000   1.6046560e+19
       335.50000   1.4428232e+19
       345.50000   1.2894430e+19
       355.50000   1.2634079e+19
       365.50000   1.2219814e+19
       375.50000   1.1366663e+19
       385.50000   9.6517024e+18
       395.50000   1.2335725e+19
       405.50000   1.2958464e+19
       415.50000   1.3451855e+19
       425.50000   1.4281264e+19
       435.50000   1.3159361e+19
       445.50000   1.2552461e+19
       455.50000   1.2523836e+19
       465.50000   1.3569930e+19
       475.50000   1.2561491e+19
       485.50000   1.1675423e+19
       495.50000   1.2516829e+19
       505.50000   1.4061406e+19
       515.50000   1.4939336e+19
       525.50000   1.4183202e+19
       535.50000   1.3521677e+19
       545.50000   1.0927264e+19
       555.50000   1.2993811e+19
       565.50000   1.3984006e+19
       575.50000   1.3185396e+19
       585.50000   1.3482874e+19
       595.50000   1.3690367e+19
       605.50000   1.1443647e+19
       615.50000   1.2414983e+19
       625.50000   1.1580899e+19
       635.50000   1.3920231e+19
       645.50000   1.2324478e+19
       655.50000   1.2170839e+19
       665.50000   1.2671341e+19
       675.50000   1.2619626e+19
       685.50000   1.1351776e+19
       695.50000   1.2414966e+19
       705.50000   1.2432422e+19
       715.50000   1.2645096e+19
       725.50000   1.2546044e+19
       735.50000   1.2430505e+19
       745.50000   1.2364604e+19
       755.50000   1.1622212e+19
       765.50000   9.9539838e+18
       775.50000   1.1805219e+19
       785.50000   1.0353880e+19
       795.50000   1.3123332e+19
       805.50000   1.1431113e+19
       815.50000   1.1869583e+19
       825.50000   1.1496748e+19
       835.50000   1.1272165e+19
       845.50000   1.1556664e+19
       855.50000   1.1256611e+19
       865.50000   1.1216567e+19
       875.50000   1.1407955e+19
       885.50000   1.1410905e+19
       895.50000   1.1352086e+19
       905.50000   1.1201227e+19
       915.50000   4.4328436e+19
       925.50000   3.7972276e+19
       935.50000   4.2560400e+19
       945.50000   4.1432000e+19
       955.50000   4.5239492e+19
       965.50000   4.6506075e+19
       975.50000   4.1387637e+19
       985.50000   4.1018807e+19
       995.50000   4.1464144e+19
       1005.5000   4.0987276e+19
       1015.5000   4.1112745e+19
       1025.5000   3.5471531e+19
       1035.5000   3.6194780e+19
       1045.5000   4.1414091e+19
       1055.5000   4.0295043e+19
       1065.5000   3.6147199e+19
       1075.5000   3.7849862e+19
       1085.5000   3.7191347e+19
       1095.5000   3.6775446e+19
       1105.5000   3.5467887e+19
