# %ECSV 1.0
# ---
# datatype:
# - {name: wav, unit: Angstrom, datatype: float64}
# - {name: flux_nu, unit: erg / (cm2 Hz s), datatype: float64}
# schema: astropy-2.0
wav flux_nu
10000.300009000362 nan
10050.300009000362 2.880470213925369e-07
10100.300009000362 3.356437115539923e-07
10150.300009000362 3.3412251125553505e-07
10200.300009000362 3.649522655754948e-07
10250.300009000362 3.908005461719919e-07
10300.300009000362 3.97595784535221e-07
10350.300009000362 4.562707361753566e-07
10400.300009000362 4.922403781581156e-07
10450.300009000362 5.104391949658339e-07
10500.300009000362 5.037068086777158e-07
10550.300009000362 5.094430844043384e-07
10600.300009000362 5.319275365767485e-07
10650.300009000362 5.653754429584381e-07
10700.300009000362 5.970032463269126e-07
10750.300009000362 6.288978567354307e-07
10800.300009000362 6.539666574937737e-07
10850.300009000362 6.91182048086718e-07
10900.300009000362 6.121494707586136e-07
10950.300009000362 4.440673289004583e-07
11000.300009000362 3.630642365860703e-07
11050.300009000362 2.8630131341954443e-07
11100.300009000362 2.3590754524909075e-07
11150.300009000362 1.9186243534511467e-07
11200.300009000362 2.0438264506401046e-07
11250.300009000362 2.541823779501896e-07
11300.300009000362 2.430768534010062e-07
11350.300009000362 1.4052314691266947e-07
11400.300009000362 2.6517152166353813e-07
11450.300009000362 2.1099883207059858e-07
11500.300009000362 2.604217727819214e-07
11550.300009000362 2.050417616506599e-07
11600.300009000362 2.1254062552968193e-07
11650.300009000362 2.3891241404531556e-07
11700.300009000362 2.4716148136412445e-07
11750.300009000362 2.3092066429976613e-07
11800.300009000362 2.9367993508268486e-07
11850.300009000362 3.589248954759908e-07
11900.300009000362 3.9084351541778414e-07
11950.300009000362 4.685994340436985e-07
12000.300009000362 4.96444950169413e-07
12050.300009000362 5.768685534255168e-07
12100.300009000362 6.21938521340495e-07
12150.300009000362 6.953256503981377e-07
12200.300009000362 7.499564150864161e-07
12250.300009000362 8.220269162560675e-07
12300.300009000362 8.86493909676926e-07
12350.300009000362 9.070485329876786e-07
12400.300009000362 9.327470016243282e-07
12450.300009000362 1.0122638624798239e-06
12500.300009000362 1.0559076368997596e-06
12550.300009000362 1.112432348249334e-06
12600.300009000362 1.1252292107293404e-06
12650.300009000362 1.1119944012619606e-06
12700.300009000362 1.1501271336258388e-06
12750.300009000362 1.1007630094382498e-06
12800.300009000362 1.1183486243736715e-06
12850.300009000362 1.0154857245557901e-06
12900.300009000362 9.452872943200319e-07
12950.300009000362 9.521834446825278e-07
13000.300009000362 9.679463570652052e-07
13050.300009000362 9.391158807741008e-07
13100.300009000362 9.051862129080342e-07
13150.300009000362 8.103961940161934e-07
13200.300009000362 7.493510159273958e-07
13250.300009000362 5.837074656012578e-07
13300.300009000362 3.4828541754758134e-07
13350.300009000362 1.219768434280996e-07
13400.300009000362 6.352173707198208e-08
13450.300009000362 4.2624364780676196e-08
13500.300009000362 2.7052404978891184e-08
13550.300009000362 2.2300327934691963e-08
13600.300009000362 1.8040824153533168e-08
13650.300009000362 3.8174447804861766e-08
13700.300009000362 3.047066682817802e-08
13750.300009000362 3.8017437958883005e-08
13800.300009000362 5.063304761113267e-08
13850.300009000362 3.76645733861599e-08
13900.300009000362 3.75374953400792e-08
13950.300009000362 3.635890433863607e-08
14000.300009000362 3.357898700121916e-08
14050.300009000362 3.9835292041496104e-08
14100.300009000362 2.9422407601108632e-08
14150.300009000362 4.0116171651544676e-08
14200.300009000362 3.1541054624401205e-08
14250.300009000362 3.2139609815829266e-08
14300.300009000362 4.668286004564523e-08
14350.300009000362 4.5431320518649716e-08
14400.300009000362 4.76003926790553e-08
14450.300009000362 5.3027909157687674e-08
14500.300009000362 8.55557176000818e-08
14550.300009000362 8.547060529928408e-08
14600.300009000362 1.1275310861281439e-07
14650.300009000362 1.1370543877150307e-07
14700.300009000362 8.996674409141046e-08
14750.300009000362 1.113037595853984e-07
14800.300009000362 1.3479770694867754e-07
14850.300009000362 1.4106474283288476e-07
14900.300009000362 1.4637050079507414e-07
14950.300009000362 1.6197579847210957e-07
15000.300009000362 1.7813574434373722e-07
15050.300009000362 2.1474578426412162e-07
15100.300009000362 2.3270678808731837e-07
15150.300009000362 2.4917632407526673e-07
15200.300009000362 2.5015285858487365e-07
15250.300009000362 2.959482875728603e-07
15300.300009000362 3.332805288116577e-07
15350.300009000362 3.803547004828873e-07
15400.300009000362 4.136607435156528e-07
15450.300009000362 4.5687549068746353e-07
15500.300009000362 4.813004289952158e-07
15550.300009000362 5.37724216792458e-07
15600.300009000362 5.378080061453517e-07
15650.300009000362 5.69631824979046e-07
15700.300009000362 6.424146416965529e-07
15750.300009000362 6.801346459539248e-07
15800.300009000362 6.602784480434389e-07
15850.300009000362 7.013528399972426e-07
15900.300009000362 7.060994087944395e-07
15950.300009000362 7.087495998352692e-07
16000.300009000362 6.958377534177096e-07
16050.300009000362 6.602141239860802e-07
16100.300009000362 6.248179026529785e-07
16150.300009000362 5.544265909331272e-07
16200.300009000362 4.987451671996095e-07
16250.300009000362 4.999207533016556e-07
16300.300009000362 4.6592195296271787e-07
16350.300009000362 4.89280232923772e-07
16400.300009000362 5.153987704155678e-07
16450.300009000362 5.316212632087467e-07
16500.300009000362 5.54551702510385e-07
16550.300009000362 5.411618461382723e-07
16600.300009000362 5.29341958690999e-07
16650.300009000362 4.5731822625959214e-07
16700.300009000362 3.664649459421213e-07
16750.300009000362 4.102219316491614e-07
16800.300009000362 4.7547244021491377e-07
16850.300009000362 4.567663293188402e-07
16900.300009000362 4.3851492908759397e-07
16950.300009000362 4.158535822793493e-07
17000.300009000362 3.925672145050168e-07
17050.300009000362 4.3432319410367316e-07
17100.300009000362 4.296839873249548e-07
17150.300009000362 3.833231684473697e-07
17200.300009000362 4.005145768576741e-07
17250.300009000362 3.562359437401026e-07
17300.300009000362 3.268135029556607e-07
17350.300009000362 3.108680145661705e-07
17400.300009000362 2.9100106082419427e-07
17450.300009000362 2.6718157146909735e-07
17500.300009000362 2.728312264412647e-07
17550.300009000362 2.3832226212682334e-07
17600.300009000362 2.2286838762489028e-07
17650.300009000362 2.1882908185730617e-07
17700.300009000362 1.6372619539771073e-07
17750.300009000362 1.4483761715275967e-07
17800.300009000362 1.603956935287243e-07
17850.300009000362 1.1191247918494179e-07
17900.300009000362 1.3676812050204623e-07
17950.300009000362 1.0678959821294397e-07
18000.300009000362 1.0942512677172461e-07
18050.300009000362 9.800053987135931e-08
18100.300009000362 9.021777696819556e-08
18150.300009000362 1.1826424406005487e-07
18200.300009000362 7.70188539657174e-08
18250.300009000362 1.3968436691851342e-07
18300.300009000362 9.40839533728125e-08
18350.300009000362 8.765455943393044e-08
18400.300009000362 7.94522698334266e-08
18450.300009000362 8.642552531366584e-08
18500.300009000362 9.312190541274285e-08
18550.300009000362 7.430877873993055e-08
18600.300009000362 6.522372939900401e-08
18650.300009000362 6.076546463977873e-08
18700.300009000362 6.257904710480833e-08
18750.300009000362 7.561603428846981e-08
18800.300009000362 1.1734462834796825e-07
18850.300009000362 1.3366658904701964e-07
18900.300009000362 1.1854926983233809e-07
18950.300009000362 1.7570961512898844e-07
19000.300009000362 1.3128371402221028e-07
19050.300009000362 1.069107471220545e-07
19100.300009000362 1.5819879283408672e-07
19150.300009000362 1.2884888306609649e-07
19200.300009000362 1.450468362100379e-07
19250.300009000362 1.2210511140398908e-07
19300.300009000362 1.1440805739282771e-07
19350.300009000362 1.0449412544706326e-07
19400.300009000362 6.945172033215644e-08
19450.300009000362 1.1611763264804995e-07
19500.300009000362 1.1191884543233024e-07
19550.300009000362 9.110989592599237e-08
19600.300009000362 1.1254676700623833e-07
19650.300009000362 1.292956030249515e-07
19700.300009000362 1.2932588332694082e-07
19750.300009000362 1.2559373351683504e-07
19800.300009000362 1.4528960224253358e-07
19850.300009000362 1.7167466152782326e-07
19900.300009000362 1.3297592312229776e-07
19950.300009000362 1.877894988512861e-07
20000.300009000362 1.7975353655265831e-07
20050.300009000362 1.974756876492588e-07
20100.300009000362 2.0226369812358804e-07
20150.300009000362 2.073256464269777e-07
20200.300009000362 2.3536347386895875e-07
20250.300009000362 2.560434684629205e-07
20300.300009000362 2.408225000554984e-07
20350.300009000362 2.7293126128025236e-07
20400.300009000362 2.7464457229170877e-07
20450.300009000362 3.067681419997346e-07
20500.300009000362 3.160044534678281e-07
